pb,pi,ev,pe,evr / pm,0.00721,51.94118,304.00924,2348.98354
3597.122300,0.000010,710.000000,9.448120,1.584750,170.000000,119.000000,61.000000,31.000000
3597.122300,0.000010,1155.000000,141428.647408,9189326.337182,1800.000000,1382.000000,902.000000,438.000000
3597.122300,0.000010,1155.000000,141428.647408,10.362750,1453.000000,1079.000000,655.000000,299.000000
3597.122300,0.000010,1155.000000,141428.647408,3.664500,936.000000,640.000000,384.000000,173.000000
3597.122300,0.000010,1155.000000,141428.647408,1.584750,456.000000,281.000000,169.000000,74.000000
3597.122300,0.000010,1155.000000,36.342759,9189326.337182,1305.000000,1051.000000,676.000000,318.000000
3597.122300,0.000010,1155.000000,36.342759,10.362750,1128.000000,884.000000,533.000000,240.000000
3597.122300,0.000010,1155.000000,36.342759,3.664500,779.000000,568.000000,339.000000,151.000000
3597.122300,0.000010,1155.000000,36.342759,1.584750,395.000000,259.000000,157.000000,68.000000
3597.122300,0.000010,1155.000000,17.481286,9189326.337182,805.000000,671.000000,436.000000,221.000000
3597.122300,0.000010,1155.000000,17.481286,10.362750,674.000000,545.000000,327.000000,159.000000
3597.122300,0.000010,1155.000000,17.481286,3.664500,486.000000,369.000000,212.000000,103.000000
3597.122300,0.000010,1155.000000,17.481286,1.584750,277.000000,196.000000,119.000000,59.000000
3597.122300,0.000010,1155.000000,9.448120,9189326.337182,397.000000,332.000000,214.000000,105.000000
3597.122300,0.000010,1155.000000,9.448120,10.362750,324.000000,260.000000,150.000000,70.000000
3597.122300,0.000010,1155.000000,9.448120,3.664500,240.000000,181.000000,98.000000,47.000000
3597.122300,0.000010,1155.000000,9.448120,1.584750,145.000000,104.000000,57.000000,28.000000
3597.122300,0.000010,1783.000000,141428.647408,9189326.337182,1598.000000,1248.000000,810.000000,394.000000
3597.122300,0.000010,1783.000000,141428.647408,10.362750,1298.000000,983.000000,595.000000,271.000000
3597.122300,0.000010,1783.000000,141428.647408,3.664500,827.000000,584.000000,349.000000,161.000000
3597.122300,0.000010,1783.000000,141428.647408,1.584750,384.000000,246.000000,145.000000,67.000000
3597.122300,0.000010,1783.000000,36.342759,9189326.337182,1154.000000,942.000000,603.000000,282.000000
3597.122300,0.000010,1783.000000,36.342759,10.362750,1007.000000,802.000000,482.000000,216.000000
3597.122300,0.000010,1783.000000,36.342759,3.664500,692.000000,517.000000,308.000000,140.000000
3597.122300,0.000010,1783.000000,36.342759,1.584750,335.000000,227.000000,135.000000,61.000000
3597.122300,0.000010,1783.000000,17.481286,9189326.337182,692.000000,583.000000,374.000000,188.000000
3597.122300,0.000010,1783.000000,17.481286,10.362750,587.000000,482.000000,285.000000,138.000000
3597.122300,0.000010,1783.000000,17.481286,3.664500,426.000000,332.000000,188.000000,94.000000
3597.122300,0.000010,1783.000000,17.481286,1.584750,239.000000,175.000000,104.000000,54.000000
3597.122300,0.000010,1783.000000,9.448120,9189326.337182,349.000000,294.000000,185.000000,90.000000
3597.122300,0.000010,1783.000000,9.448120,10.362750,289.000000,235.000000,133.000000,62.000000
3597.122300,0.000010,1783.000000,9.448120,3.664500,216.000000,167.000000,89.000000,44.000000
3597.122300,0.000010,1783.000000,9.448120,1.584750,128.000000,95.000000,50.000000,26.000000
3597.122300,0.000010,2774.000000,141428.647408,9189326.337182,1401.000000,1100.000000,709.000000,346.000000
3597.122300,0.000010,2774.000000,141428.647408,10.362750,1146.000000,875.000000,531.000000,240.000000
3597.122300,0.000010,2774.000000,141428.647408,3.664500,719.000000,514.000000,310.000000,140.000000
3597.122300,0.000010,2774.000000,141428.647408,1.584750,329.000000,212.000000,127.000000,58.000000
3597.122300,0.000010,2774.000000,36.342759,9189326.337182,998.000000,817.000000,517.000000,241.000000
3597.122300,0.000010,2774.000000,36.342759,10.362750,883.000000,709.000000,425.000000,188.000000
3597.122300,0.000010,2774.000000,36.342759,3.664500,596.000000,451.000000,271.000000,121.000000
3597.122300,0.000010,2774.000000,36.342759,1.584750,283.000000,193.000000,117.000000,52.000000
3597.122300,0.000010,2774.000000,17.481286,9189326.337182,586.000000,495.000000,313.000000,159.000000
3597.122300,0.000010,2774.000000,17.481286,10.362750,508.000000,421.000000,248.000000,120.000000
3597.122300,0.000010,2774.000000,17.481286,3.664500,363.000000,287.000000,163.000000,81.000000
3597.122300,0.000010,2774.000000,17.481286,1.584750,200.000000,147.000000,87.000000,45.000000
3597.122300,0.000010,2774.000000,9.448120,9189326.337182,296.000000,251.000000,155.000000,77.000000
3597.122300,0.000010,2774.000000,9.448120,10.362750,256.000000,212.000000,121.000000,56.000000
3597.122300,0.000010,2774.000000,9.448120,3.664500,185.000000,146.000000,77.000000,38.000000
3597.122300,0.000010,2774.000000,9.448120,1.584750,107.000000,80.000000,41.000000,21.000000
3597.122300,0.000010,4183.000000,141428.647408,9189326.337182,1199.000000,949.000000,615.000000,297.000000
3597.122300,0.000010,4183.000000,141428.647408,10.362750,975.000000,750.000000,458.000000,204.000000
3597.122300,0.000010,4183.000000,141428.647408,3.664500,599.000000,434.000000,261.000000,115.000000
3597.122300,0.000010,4183.000000,141428.647408,1.584750,267.000000,175.000000,109.000000,53.000000
3597.122300,0.000010,4183.000000,36.342759,9189326.337182,859.000000,706.000000,449.000000,207.000000
3597.122300,0.000010,4183.000000,36.342759,10.362750,759.000000,613.000000,370.000000,164.000000
3597.122300,0.000010,4183.000000,36.342759,3.664500,502.000000,385.000000,232.000000,103.000000
3597.122300,0.000010,4183.000000,36.342759,1.584750,232.000000,162.000000,101.000000,48.000000
3597.122300,0.000010,4183.000000,17.481286,9189326.337182,504.000000,427.000000,269.000000,134.000000
3597.122300,0.000010,4183.000000,17.481286,10.362750,436.000000,363.000000,214.000000,103.000000
3597.122300,0.000010,4183.000000,17.481286,3.664500,311.000000,249.000000,142.000000,69.000000
3597.122300,0.000010,4183.000000,17.481286,1.584750,171.000000,127.000000,79.000000,42.000000
3597.122300,0.000010,4183.000000,9.448120,9189326.337182,247.000000,209.000000,128.000000,62.000000
3597.122300,0.000010,4183.000000,9.448120,10.362750,214.000000,177.000000,101.000000,46.000000
3597.122300,0.000010,4183.000000,9.448120,3.664500,152.000000,120.000000,62.000000,30.000000
3597.122300,0.000010,4183.000000,9.448120,1.584750,86.000000,65.000000,34.000000,18.000000
3597.122300,0.000010,6248.000000,141428.647408,9189326.337182,1000.000000,812.000000,525.000000,251.000000
3597.122300,0.000010,6248.000000,141428.647408,10.362750,804.000000,636.000000,388.000000,171.000000
3597.122300,0.000010,6248.000000,141428.647408,3.664500,486.000000,363.000000,213.000000,93.000000
3597.122300,0.000010,6248.000000,141428.647408,1.584750,215.000000,147.000000,89.000000,43.000000
3597.122300,0.000010,6248.000000,36.342759,9189326.337182,719.000000,604.000000,382.000000,172.000000
3597.122300,0.000010,6248.000000,36.342759,10.362750,634.000000,523.000000,315.000000,137.000000
3597.122300,0.000010,6248.000000,36.342759,3.664500,411.000000,323.000000,190.000000,83.000000
3597.122300,0.000010,6248.000000,36.342759,1.584750,189.000000,137.000000,83.000000,40.000000
3597.122300,0.000010,6248.000000,17.481286,9189326.337182,423.000000,363.000000,228.000000,110.000000
3597.122300,0.000010,6248.000000,17.481286,10.362750,363.000000,306.000000,180.000000,84.000000
3597.122300,0.000010,6248.000000,17.481286,3.664500,256.000000,208.000000,116.000000,55.000000
3597.122300,0.000010,6248.000000,17.481286,1.584750,138.000000,104.000000,63.000000,34.000000
3597.122300,0.000010,6248.000000,9.448120,9189326.337182,208.000000,177.000000,107.000000,50.000000
3597.122300,0.000010,6248.000000,9.448120,10.362750,179.000000,149.000000,84.000000,37.000000
3597.122300,0.000010,6248.000000,9.448120,3.664500,123.000000,97.000000,48.000000,24.000000
3597.122300,0.000010,6248.000000,9.448120,1.584750,69.000000,52.000000,26.000000,14.000000
3597.122300,0.000010,9893.000000,141428.647408,9189326.337182,797.000000,654.000000,428.000000,205.000000
3597.122300,0.000010,9893.000000,141428.647408,10.362750,641.000000,512.000000,315.000000,140.000000
3597.122300,0.000010,9893.000000,141428.647408,3.664500,374.000000,280.000000,168.000000,73.000000
3597.122300,0.000010,9893.000000,141428.647408,1.584750,167.000000,111.000000,71.000000,35.000000
3597.122300,0.000010,9893.000000,36.342759,9189326.337182,573.000000,483.000000,310.000000,139.000000
3597.122300,0.000010,9893.000000,36.342759,10.362750,505.000000,418.000000,255.000000,110.000000
3597.122300,0.000010,9893.000000,36.342759,3.664500,318.000000,250.000000,150.000000,65.000000
3597.122300,0.000010,9893.000000,36.342759,1.584750,147.000000,103.000000,65.000000,32.000000
3597.122300,0.000010,9893.000000,17.481286,9189326.337182,340.000000,295.000000,191.000000,90.000000
3597.122300,0.000010,9893.000000,17.481286,10.362750,290.000000,247.000000,149.000000,67.000000
3597.122300,0.000010,9893.000000,17.481286,3.664500,198.000000,160.000000,92.000000,43.000000
3597.122300,0.000010,9893.000000,17.481286,1.584750,108.000000,79.000000,50.000000,27.000000
3597.122300,0.000010,9893.000000,9.448120,9189326.337182,168.000000,147.000000,92.000000,44.000000
3597.122300,0.000010,9893.000000,9.448120,10.362750,142.000000,122.000000,70.000000,31.000000
3597.122300,0.000010,9893.000000,9.448120,3.664500,92.000000,73.000000,36.000000,19.000000
3597.122300,0.000010,9893.000000,9.448120,1.584750,51.000000,37.000000,18.000000,10.000000
3597.122300,0.000010,17264.000000,141428.647408,9189326.337182,598.000000,496.000000,326.000000,157.000000
3597.122300,0.000010,17264.000000,141428.647408,10.362750,489.000000,392.000000,240.000000,108.000000
3597.122300,0.000010,17264.000000,141428.647408,3.664500,270.000000,204.000000,120.000000,53.000000
3597.122300,0.000010,17264.000000,141428.647408,1.584750,120.000000,80.000000,54.000000,28.000000
3597.122300,0.000010,17264.000000,36.342759,9189326.337182,433.000000,368.000000,236.000000,105.000000
3597.122300,0.000010,17264.000000,36.342759,10.362750,384.000000,320.000000,194.000000,83.000000
3597.122300,0.000010,17264.000000,36.342759,3.664500,231.000000,183.000000,109.000000,47.000000
3597.122300,0.000010,17264.000000,36.342759,1.584750,105.000000,74.000000,49.000000,25.000000
3597.122300,0.000010,17264.000000,17.481286,9189326.337182,260.000000,228.000000,147.000000,70.000000
3597.122300,0.000010,17264.000000,17.481286,10.362750,222.000000,190.000000,114.000000,52.000000
3597.122300,0.000010,17264.000000,17.481286,3.664500,149.000000,121.000000,70.000000,33.000000
3597.122300,0.000010,17264.000000,17.481286,1.584750,77.000000,57.000000,38.000000,22.000000
3597.122300,0.000010,17264.000000,9.448120,9189326.337182,129.000000,116.000000,74.000000,38.000000
3597.122300,0.000010,17264.000000,9.448120,10.362750,111.000000,98.000000,58.000000,27.000000
3597.122300,0.000010,17264.000000,9.448120,3.664500,70.000000,57.000000,29.000000,17.000000
3597.122300,0.000010,17264.000000,9.448120,1.584750,37.000000,28.000000,16.000000,10.000000
3597.122300,0.000010,32988.000000,141428.647408,9189326.337182,398.000000,331.000000,214.000000,108.000000
3597.122300,0.000010,32988.000000,141428.647408,10.362750,327.000000,264.000000,159.000000,73.000000
3597.122300,0.000010,32988.000000,141428.647408,3.664500,175.000000,132.000000,76.000000,32.000000
3597.122300,0.000010,32988.000000,141428.647408,1.584750,77.000000,51.000000,35.000000,16.000000
3597.122300,0.000010,32988.000000,36.342759,9189326.337182,288.000000,244.000000,156.000000,70.000000
3597.122300,0.000010,32988.000000,36.342759,10.362750,256.000000,213.000000,128.000000,55.000000
3597.122300,0.000010,32988.000000,36.342759,3.664500,149.000000,117.000000,68.000000,28.000000
3597.122300,0.000010,32988.000000,36.342759,1.584750,67.000000,47.000000,32.000000,14.000000
3597.122300,0.000010,32988.000000,17.481286,9189326.337182,164.000000,144.000000,95.000000,45.000000
3597.122300,0.000010,32988.000000,17.481286,10.362750,136.000000,116.000000,69.000000,31.000000
3597.122300,0.000010,32988.000000,17.481286,3.664500,92.000000,74.000000,43.000000,19.000000
3597.122300,0.000010,32988.000000,17.481286,1.584750,47.000000,34.000000,23.000000,12.000000
3597.122300,0.000010,32988.000000,9.448120,9189326.337182,84.000000,74.000000,49.000000,26.000000
3597.122300,0.000010,32988.000000,9.448120,10.362750,67.000000,57.000000,33.000000,15.000000
3597.122300,0.000010,32988.000000,9.448120,3.664500,45.000000,35.000000,16.000000,8.000000
3597.122300,0.000010,32988.000000,9.448120,1.584750,24.000000,16.000000,7.000000,0.000000
3597.122300,0.000010,68219.000000,141428.647408,9189326.337182,202.000000,174.000000,107.000000,54.000000
3597.122300,0.000010,68219.000000,141428.647408,10.362750,172.000000,145.000000,83.000000,34.000000
3597.122300,0.000010,68219.000000,141428.647408,3.664500,87.000000,69.000000,37.000000,13.000000
3597.122300,0.000010,68219.000000,141428.647408,1.584750,39.000000,28.000000,17.000000,8.000000
3597.122300,0.000010,68219.000000,36.342759,9189326.337182,150.000000,131.000000,80.000000,32.000000
3597.122300,0.000010,68219.000000,36.342759,10.362750,137.000000,118.000000,69.000000,23.000000
3597.122300,0.000010,68219.000000,36.342759,3.664500,76.000000,62.000000,34.000000,10.000000
3597.122300,0.000010,68219.000000,36.342759,1.584750,35.000000,25.000000,15.000000,0.000000
3597.122300,0.000010,68219.000000,17.481286,9189326.337182,85.000000,75.000000,46.000000,23.000000
3597.122300,0.000010,68219.000000,17.481286,10.362750,75.000000,65.000000,37.000000,15.000000
3597.122300,0.000010,68219.000000,17.481286,3.664500,49.000000,40.000000,22.000000,8.000000
3597.122300,0.000010,68219.000000,17.481286,1.584750,23.000000,15.000000,9.000000,0.000000
3597.122300,0.000010,68219.000000,9.448120,9189326.337182,50.000000,43.000000,27.000000,15.000000
3597.122300,0.000010,68219.000000,9.448120,10.362750,42.000000,35.000000,20.000000,8.000000
3597.122300,0.000010,68219.000000,9.448120,3.664500,27.000000,20.000000,9.000000,0.000000
3597.122300,0.000010,68219.000000,9.448120,1.584750,16.000000,10.000000,0.000000,0.000000
3597.122300,0.000010,183841914.000000,141428.647408,9189326.337182,0.000000,0.000000,0.000000,0.000000
3597.122300,0.000010,183841914.000000,141428.647408,10.362750,0.000000,0.000000,0.000000,0.000000
3597.122300,0.000010,183841914.000000,141428.647408,3.664500,0.000000,0.000000,0.000000,0.000000
3597.122300,0.000010,183841914.000000,141428.647408,1.584750,0.000000,0.000000,0.000000,0.000000
3597.122300,0.000010,183841914.000000,36.342759,9189326.337182,0.000000,0.000000,0.000000,0.000000
3597.122300,0.000010,183841914.000000,36.342759,10.362750,0.000000,0.000000,0.000000,0.000000
3597.122300,0.000010,183841914.000000,36.342759,3.664500,0.000000,0.000000,0.000000,0.000000
3597.122300,0.000010,183841914.000000,36.342759,1.584750,0.000000,0.000000,0.000000,0.000000
3597.122300,0.000010,183841914.000000,17.481286,9189326.337182,0.000000,0.000000,0.000000,0.000000
3597.122300,0.000010,183841914.000000,17.481286,10.362750,0.000000,0.000000,0.000000,0.000000
3597.122300,0.000010,183841914.000000,17.481286,3.664500,0.000000,0.000000,0.000000,0.000000
3597.122300,0.000010,183841914.000000,17.481286,1.584750,0.000000,0.000000,0.000000,0.000000
3597.122300,0.000010,183841914.000000,9.448120,9189326.337182,0.000000,0.000000,0.000000,0.000000
3597.122300,0.000010,183841914.000000,9.448120,10.362750,0.000000,0.000000,0.000000,0.000000
3597.122300,0.000010,183841914.000000,9.448120,3.664500,0.000000,0.000000,0.000000,0.000000
3597.122300,0.000010,183841914.000000,9.448120,1.584750,0.000000,0.000000,0.000000,0.000000
