Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
OKTA,Okta Inc Cl A,215.96,-10.26,-4.54%,228.5,228.51,199.08,6903100,3/5/2021
OLED,Universal Display,189.08,-4.45,-2.30%,194.81,195.96,180.2,876800,3/5/2021
OLLI,Ollies Bargain CS,84.77,2.61,3.18%,83.32,85.67,80.64,1099800,3/5/2021
OLN,Olin Corp,31.14,1.44,4.85%,30.37,31.26,29.36,1311100,3/5/2021
OMC,Omnicom Group Inc,74.51,2.47,3.43%,72.77,74.8,72.08,1633300,3/5/2021
OMF,Onemain Holdings Inc,52.7,1.11,2.15%,52.31,53.24,51.23,1879500,3/5/2021
ON,On Semiconductor,38.81,1.77,4.78%,38.07,38.92,34.79,10937400,3/5/2021
ORCL,Oracle Corp,69.97,4.36,6.65%,67.31,71.72,67.31,34211400,3/5/2021
ORI,Old Republic International Corp,20.66,0.51,2.53%,20.38,20.73,20.17,2574700,3/5/2021
ORLY,O'Reilly Automotive,465.85,15.59,3.46%,450,467.23,447.45,748500,3/5/2021
OSH,Oak Street Health Inc,52.41,3.45,7.05%,48.97,52.68,44.12,2071100,3/5/2021
OSK,Oshkosh Truck Corp,113.65,7.07,6.63%,108.38,114.33,107.42,1056400,3/5/2021
OTIS,Otis Worldwide Corp,64.87,0.92,1.44%,64.52,65.11,62.76,2168100,3/5/2021
OUT,Outfront Media Inc,21.99,0.53,2.47%,21.83,22.14,21.11,1846200,3/5/2021
OXY,Occidental Petroleum Corp,31.23,1.33,4.45%,31.59,32.52,30,42026500,3/5/2021
OZK,Bank Ozk,43.34,0.97,2.29%,42.58,43.44,41.37,705200,3/5/2021
PACW,Pacwest Bancorp,38.78,1.35,3.61%,38.48,39.1,37.36,1877900,3/5/2021
PAG,Penske Automotive Group,77.73,6.3,8.82%,72.98,77.99,72.49,543900,3/5/2021
PANW,Palo Alto Networks Inc,334.73,-0.91,-0.27%,338,338.62,320.93,1387300,3/5/2021
PAYC,Paycom Software Inc,375.53,26.84,7.70%,379.28,380.88,351.73,821500,3/5/2021
PAYX,Paychex Inc,92.12,2.81,3.15%,90.27,92.46,89.28,2374900,3/5/2021
PB,Prosperity Bancshares,77.22,2.34,3.13%,76.32,77.38,74.78,491200,3/5/2021
PBCT,People's United Finl,18.39,0.5,2.79%,18.22,18.5,17.63,5939800,3/5/2021
PCAR,Paccar Inc,94.15,1.75,1.89%,93.36,94.36,90.15,1977300,3/5/2021
PCG,Pacific Gas & Electric Company,10.85,0.12,1.12%,10.7,10.89,10.32,20816600,3/5/2021
PCTY,Paylocity Hld Corp,174.99,5.02,2.95%,173.51,175.23,163.3,353000,3/5/2021
PD,Pagerduty Inc,37.6,-0.55,-1.44%,38.36,38.36,33.67,2968200,3/5/2021
PEAK,Healthpeak Properties Inc,29.81,0.32,1.09%,29.59,29.92,28.86,3377600,3/5/2021
PEG,Public Service Enterprise Group Inc,56.26,1.6,2.93%,55.06,56.63,54.93,2302700,3/5/2021
PEGA,Pegasystems Inc,121.08,2.62,2.21%,118.64,121.17,114.03,547600,3/5/2021
PEN,Penumbra Inc,266.91,3.67,1.39%,266.15,268.09,254.62,293000,3/5/2021
PEP,Pepsico Inc,133.03,4.2,3.26%,129.64,133.41,129.19,10186500,3/5/2021
PFE,Pfizer Inc,34.39,0.19,0.56%,34.29,34.55,33.96,30589900,3/5/2021
PFG,Principal Financial Group Inc,58.68,2.01,3.55%,57.89,58.89,56.35,1957500,3/5/2021
PFPT,Proofpoint Inc,119.07,4.67,4.08%,115.4,119.32,112.15,662800,3/5/2021
PG,Procter & Gamble Company,125.98,3.83,3.14%,122.79,126.33,122.55,10491000,3/5/2021
PGR,Progressive Corp,89.56,2.57,2.95%,87.95,89.8,86.84,3341500,3/5/2021
PGRE,Paramount Group Inc,9.69,0.14,1.47%,9.62,9.7,9.32,1637800,3/5/2021
PH,Parker-Hannifin Corp,299.99,6.85,2.34%,296.26,300.84,288.81,1147600,3/5/2021
PHM,Pultegroup,45.74,1.96,4.48%,44.15,45.94,42.92,2926600,3/5/2021
PII,Polaris Industries Inc,129.48,6.97,5.69%,123.71,130.35,121.3,1700800,3/5/2021
PINC,Premier Inc Cl A,33.81,1.09,3.33%,32.9,34.04,32.49,531300,3/5/2021
PINS,Pinterest Inc,68.14,-0.7,-1.02%,69.88,70.44,60.33,22084500,3/5/2021
PK,Park Hotels & Resorts Inc,21.01,-0.14,-0.66%,21.44,21.44,19.56,4916100,3/5/2021
PKG,Packaging Corp of America,134.95,0.74,0.55%,135.3,135.86,132.16,923100,3/5/2021
PKI,Perkinelmer,124.05,-0.17,-0.14%,125.23,125.79,121.14,1648100,3/5/2021
PLAN,Anaplan Inc,57.44,-1.16,-1.98%,58.93,59.21,53.55,5111700,3/5/2021
PLD,Prologis Inc,97.37,1.73,1.81%,95.76,97.81,94.14,3552800,3/5/2021
PLNT,Planet Fitness,83.44,2.91,3.61%,81.36,83.67,76.91,2018300,3/5/2021
PM,Philip Morris International Inc,86.16,1.55,1.83%,85.15,86.48,84.6,4470100,3/5/2021
PNC,PNC Bank,176.46,3.88,2.25%,175.4,176.9,169.64,2086500,3/5/2021
PNFP,Pinnacle Finl Ptnrs,85.79,3.2,3.87%,84.22,86.15,81.66,417400,3/5/2021
PNR,Pentair Ltd,57.68,1.42,2.52%,57,57.9,55.62,901600,3/5/2021
PNW,Pinnacle West Capital Corp,76.3,1.65,2.21%,74.88,76.69,74.84,1022200,3/5/2021
PODD,Insulet Corp,252,9.64,3.98%,244.69,253.01,231.44,531300,3/5/2021
POOL,Pool Corp,330.22,6.63,2.05%,324.75,330.83,313.92,301300,3/5/2021
POST,Post Holdings Inc,103.53,2.65,2.63%,101.63,103.69,101.63,435100,3/5/2021
PPC,Pilgrim's Pride,24.27,0.52,2.19%,24.06,24.32,23.63,766800,3/5/2021
PPD,Ppd Inc,34.76,1.22,3.64%,33.49,35.17,33.26,1554000,3/5/2021
PPG,PPG Industries,142.61,4.78,3.47%,138.66,142.8,138.1,1348800,3/5/2021
PPL,PPL Corp,28.25,0.34,1.22%,27.97,28.36,27.7,6099600,3/5/2021
PRAH,Pra Health,146.44,3.59,2.51%,144.12,147.32,142.3,720800,3/5/2021
PRGO,Perrigo Company,41.04,0.47,1.16%,40.76,41.35,40.08,1088100,3/5/2021
PRI,Primerica Inc,145.91,4.7,3.33%,143.11,146.26,140.89,178700,3/5/2021
PRU,Prudential Financial Inc,90.66,2.09,2.36%,90,91.03,87.32,2219500,3/5/2021
PS,Pluralsight Inc Cl A,20.56,-0.25,-1.20%,20.84,20.85,19.99,3801300,3/5/2021
PSA,Public Storage,235.05,3.7,1.60%,231.8,235.53,229.5,667800,3/5/2021
PSTG,Pure Storage Inc,20.67,0.47,2.33%,20.46,20.78,18.52,11463600,3/5/2021
PSX,Phillips 66,87.35,2.94,3.48%,86.61,87.43,84.11,3367000,3/5/2021
PTC,Ptc Inc,125.51,-0.92,-0.73%,127.24,127.31,117.97,1154500,3/5/2021
PTON,Peloton Interactive Inc,105.13,0.38,0.36%,105.15,107.74,94,14661500,3/5/2021
PVH,Phillips-Van Heusen Corp,104.39,4.84,4.86%,100.65,105.03,97.44,1089800,3/5/2021
PWR,Quanta Services,83.12,1.29,1.58%,82.67,83.64,78.79,1650100,3/5/2021
PXD,Pioneer Natural Resources Company,163.59,5.02,3.17%,163,165.54,159.61,3494700,3/5/2021
PYPL,Paypal Holdings,239.05,-0.02,-0.01%,243.12,243.75,223.09,16830201,3/5/2021
QCOM,Qualcomm Inc,129.75,1.95,1.53%,130.92,131.17,125.4,13292000,3/5/2021
QDEL,Quidel Cp,151.3,3.31,2.24%,148.6,152.76,138.29,874600,3/5/2021
QGEN,Qiagen N.V.,47.52,-0.06,-0.13%,47.14,47.77,46.47,693700,3/5/2021
QRTEA,Qurate Retail Inc Series A,11.6,-0.08,-0.68%,11.67,11.76,10.82,4470900,3/5/2021
QRVO,Qorvo Inc,171.42,6.08,3.68%,168.43,171.85,160.06,1612000,3/5/2021
R,Ryder System,72.93,2.41,3.42%,71.54,73.04,70.07,403700,3/5/2021
RBC,Regal-Beloit Corp,138.7,2.73,2.01%,137.51,138.93,133.25,445800,3/5/2021
RCL,Royal Caribbean Cruises Ltd,86.51,-5.1,-5.57%,89.91,90.55,80.55,9546000,3/5/2021
RE,Everest Re Group,246.9,7.22,3.01%,242.37,248.45,240.4,219300,3/5/2021
REG,Regency Centers Corp,57.68,1.4,2.49%,56.84,57.99,55.35,1303600,3/5/2021
REGN,Regeneron Pharmaceuticals,461.57,12.19,2.71%,451.58,463.83,449.3,1223500,3/5/2021
RETA,Reata Pharma,126.92,1.97,1.58%,125.4,128.05,118,234000,3/5/2021
REXR,Rexford Industrial Realty Inc,47.59,1,2.15%,46.98,47.64,45.9,519800,3/5/2021
REYN,Reynolds Consumer Products Inc,27.97,0.54,1.97%,27.45,28.07,27.3,594600,3/5/2021
RF,Regions Financial Corp,20.91,0.65,3.21%,20.73,20.95,19.75,15265800,3/5/2021
RGA,Reinsurance Group of America Inc,125.45,1.93,1.56%,126.08,126.66,121.08,738100,3/5/2021
RGEN,Repligen Cp,186.19,2.98,1.63%,183.21,187.66,173.09,572900,3/5/2021
RGLD,Royal Gold Inc,104.74,0.95,0.92%,103.46,104.86,101.86,333200,3/5/2021
RHI,Robert Half International Inc,76.92,1.12,1.48%,76.76,77.25,75.36,1287700,3/5/2021
RJF,Raymond James Financial,117.57,0.88,0.75%,119,119.41,113.86,904800,3/5/2021
RKT,Rocket Companies Inc Cl A,25.1,-1.76,-6.55%,27.74,27.85,23.48,35128700,3/5/2021
RL,Ralph Lauren Corp,122.2,1.23,1.02%,122.43,125.31,116.17,1473800,3/5/2021
RMD,Resmed Inc,185.05,2,1.09%,185.78,185.78,181.27,966100,3/5/2021
RNG,Ringcentral Inc,321.36,-8.16,-2.48%,331.25,331.25,301.09,2008900,3/5/2021
RNR,Renaissancere Holdings Ltd,164.38,4.17,2.60%,161.63,164.53,159.1,392400,3/5/2021
ROK,Rockwell Automation Inc,253.09,7.02,2.85%,248.61,254.1,244,575400,3/5/2021
ROKU,Roku Inc,353.54,-6.41,-1.78%,358.5,361.91,322.43,7957500,3/5/2021
ROL,Rollins Inc,32.94,1.04,3.26%,32.16,33.04,31.44,1169300,3/5/2021
ROP,Roper Industries,376.94,5.05,1.36%,374.84,378.67,367.2,637000,3/5/2021
ROST,Ross Stores Inc,113.13,1.11,0.99%,113.37,113.95,109.56,3789500,3/5/2021
RP,Realpage Inc,86.92,0.03,0.03%,86.68,86.96,86.68,1681200,3/5/2021
RPM,RPM International Inc,83.52,3.15,3.92%,80.87,83.87,80.09,659500,3/5/2021
RPRX,Royalty Pharma Plc Cl A,42.54,0.2,0.47%,42.92,42.92,39.63,3439500,3/5/2021
RS,Reliance Steel & Aluminum Company,140.27,3.73,2.73%,138.42,140.9,135.94,439000,3/5/2021
RSG,Republic Services,94.45,3.06,3.35%,91.9,94.7,91.84,1759200,3/5/2021
RTX,Raytheon Technologies Corp,75.18,0.76,1.02%,75.23,75.57,73.1,6661900,3/5/2021
RYN,Rayonier Inc REIT,32.97,0.65,2.01%,32.56,33.31,31.92,440300,3/5/2021
SABR,Sabre Corp,15.05,-0.26,-1.70%,15.37,15.74,14.12,13302200,3/5/2021
SAGE,Sage Therapeutic Com,76.98,6.33,8.96%,71,77.17,68.23,641300,3/5/2021
SAIC,Science Applications International,88.26,2.18,2.53%,86.61,88.34,85.94,380100,3/5/2021
SAM,Boston Beer Company,1088.32,57.51,5.58%,1041,1089.08,1031.99,136300,3/5/2021
SATS,Echostar Corp,26.64,0.33,1.25%,26.8,27.08,25.7,709700,3/5/2021
SBAC,SBA Communications,242.19,6.27,2.66%,237.1,244.01,232.88,1214700,3/5/2021
SBNY,Signature Bank,222.62,5.96,2.75%,222.04,224.96,206,957800,3/5/2021
SBUX,Starbucks Corp,105.2,0.31,0.30%,106.06,106.06,102.75,5559900,3/5/2021
SC,Santander Consumer USA Holdings,26.02,-0.46,-1.74%,26.82,27.12,25.79,1477400,3/5/2021
SCCO,Southern Peru Copper Corp,73.74,2.34,3.28%,72.98,74.07,70.12,1050900,3/5/2021
SCHW,The Charles Schwab Corp,65.02,0.25,0.39%,66.1,66.61,63.04,10203900,3/5/2021
SCI,Service Corp International,47.5,1.31,2.84%,46.37,47.6,45.8,741500,3/5/2021
SEB,Seaboard Corp,3451.46,107.61,3.22%,3351.81,3451.46,3255,1700,3/5/2021
SEDG,Solaredge Tech,249.43,-6.83,-2.67%,267.15,267.15,230.08,1582000,3/5/2021
SEE,Sealed Air Corp,44.19,1.42,3.32%,43.22,44.32,42.19,1185800,3/5/2021
SEIC,Sei Investments Company,58.65,2.34,4.16%,56.86,58.84,56.28,538800,3/5/2021
SFM,Sprouts Farmers Mark,23.62,-0.46,-1.91%,23.96,24.19,23.46,3025100,3/5/2021
SGEN,Seagen Inc,149.35,3.9,2.68%,146,150.27,141.5,1818000,3/5/2021
SHW,Sherwin-Williams Company,675.69,16.13,2.45%,663.49,676.9,657.22,695600,3/5/2021
SIRI,Sirius XM Holdings,5.89,0.1,1.73%,5.81,5.92,5.76,30028301,3/5/2021
SIVB,Svb Financial Group,507.88,5.39,1.07%,514.4,514.4,470.87,466700,3/5/2021
SIX,Six Flags Entertainment Corp,47.34,0,0.00%,47.51,48.48,44.12,2183500,3/5/2021
SJM,J.M. Smucker Company,118.34,2.12,1.82%,116.49,120.49,116.14,1917800,3/5/2021
SKX,Skechers U.S.A.,36.98,0.22,0.60%,37.11,37.35,35.78,1185100,3/5/2021
SLB,Schlumberger N.V.,29.07,0.49,1.71%,29.67,29.71,27.91,26808900,3/5/2021
SLG,SL Green Realty Corp,72.54,1.12,1.57%,72.21,73,68.83,1093300,3/5/2021
SLGN,Silgan Holdings,40.38,1.59,4.10%,39.13,40.47,38.92,571100,3/5/2021
SLM,SLM Corp,16.12,0.13,0.81%,16,16.17,15.87,7481600,3/5/2021
SMAR,Smartsheet Inc Cl A,62.99,-3.08,-4.66%,66.07,66.72,60.69,2217200,3/5/2021
SMG,Scotts Miracle-Gro Company,200.98,2.78,1.40%,199.46,201.58,185.8,517600,3/5/2021
SNA,Snap-On Inc,217.29,6.41,3.04%,213.98,218.45,211.79,522700,3/5/2021
SNDR,Schneider National Inc,25,0.56,2.29%,24.6,25.04,24.2,426500,3/5/2021
SNPS,Synopsys Inc,227.8,-2,-0.87%,230.1,231.63,217.82,1602800,3/5/2021
SNV,Synovus Financial Corp,45.63,1.87,4.27%,45,45.81,43.48,1167800,3/5/2021
SNX,Synnex Corp,92.53,2.73,3.04%,90.82,92.87,87.94,200700,3/5/2021
SO,Southern Company,58.35,0.94,1.64%,57.57,58.64,57.06,4435100,3/5/2021
SON,Sonoco Products Company,62.22,1.93,3.20%,60.67,62.24,60.04,542700,3/5/2021
SPB,Spectrum Brands Holdings Inc,81.01,3.39,4.37%,78.37,81.08,75.78,467700,3/5/2021
SPCE,Virgin Galactic Holdings Inc,27.29,-3.01,-9.93%,28.69,29.62,23.94,36952300,3/5/2021
SPG,Simon Property Group,111.17,1.06,0.96%,111.56,112.29,104.12,4576600,3/5/2021
SPGI,S&P Global Inc,334.52,6.98,2.13%,330,334.81,327.31,2235600,3/5/2021
SPLK,Splunk Inc,136.77,-2.7,-1.94%,140.9,141.44,133.14,4702300,3/5/2021
SPOT,Spotify Technology S.A.,274.98,-10.03,-3.52%,290,291.37,261.6,2599400,3/5/2021
SPR,Spirit Aerosystems Holdings,47.12,0.72,1.55%,47.14,47.62,42.86,2900400,3/5/2021
SQ,Square,216.44,-1.97,-0.90%,221.27,222.01,191.36,24773600,3/5/2021
SRC,Spirit Realty Capital Inc,41.59,0.22,0.53%,41.77,41.77,39.5,903900,3/5/2021
SRCL,Stericycle Inc,67.98,1.69,2.55%,66.98,68.09,66.15,258700,3/5/2021
SRE,Sempra Energy,119.17,2.18,1.86%,118.11,119.9,116.73,1338800,3/5/2021
SRPT,Sarepta Therapeutics,84.79,2.63,3.20%,83,85.49,78.31,1777200,3/5/2021
SSNC,SS&C Technologies,65.88,1.92,3.00%,64.6,65.99,63.47,1716500,3/5/2021
ST,Sensata Technologies Holding N.V.,59.23,0.71,1.21%,59.23,59.43,56.33,1150000,3/5/2021
STAY,Extended Stay America Inc,16.66,0.22,1.34%,16.42,16.71,15.97,1907000,3/5/2021
STE,Steris Corp,177.15,5.95,3.48%,172.66,177.79,172.37,585600,3/5/2021
STL,Sterling Bancorp,22.76,0.68,3.08%,22.72,23,21.65,5668500,3/5/2021
STLD,Steel Dynamics Inc,45.72,2.51,5.81%,44.22,46.04,42.77,2972600,3/5/2021
STNE,Stoneco Ltd Cl A,76.67,-0.58,-0.75%,79.35,79.37,68.77,4261300,3/5/2021
STOR,Store Capital Corpstore Capital,32.2,0.09,0.28%,32.17,32.3,30.67,1688300,3/5/2021
STT,State Street Corp,79.42,1.22,1.56%,79.69,80.75,77.94,4087400,3/5/2021
STWD,Starwood Property Trust,22.95,0.24,1.06%,22.96,23.16,21.94,1912900,3/5/2021
STZ,Constellation Brands Inc,217.01,5.86,2.78%,212.94,217.74,208.72,942100,3/5/2021
