Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
SPLK,"Splunk Inc",187.49,-8.83,-4.50%,194.15,195.11,184.29,1457502,"15:42 ET"
SPOT,"Spotify Technology S.A.",249,-25.2,-9.19%,272.56,275.99,248.02,1907443,"15:43 ET"
SPR,"Spirit Aerosystems Holdings",30.17,3.41,+12.74%,27.36,30.6,26.9,11833097,"15:43 ET"
SQ,Square,172.38,-11.7,-6.36%,182.37,183.84,167.11,12591201,"15:43 ET"
SRC,"Spirit Realty Capital Inc",35.97,1.46,+4.23%,34.42,36.2,34.1,724103,"15:43 ET"
SRCL,"Stericycle Inc",73.64,1.43,+1.98%,77.5,79.5,72.21,2292544,"15:43 ET"
SRE,"Sempra Energy",136.49,6.1,+4.68%,130.51,136.79,130.43,1931834,"15:43 ET"
SRPT,"Sarepta Therapeutics",128.41,2.85,+2.27%,130.39,130.79,122.38,2247219,"15:43 ET"
SSNC,"SS&C Technologies",64.23,-0.31,-0.48%,65.04,64.42,62.57,716494,"15:43 ET"
ST,"Sensata Technologies Holding N.V.",46.76,-0.21,-0.45%,47,47.28,46.3,1062273,"15:42 ET"
STAY,"Extended Stay America Inc",12.87,-0.74,-5.44%,13.13,13.69,12.87,1663506,"15:42 ET"
STE,"Steris Corp",189.38,-0.67000000000002,-0.35%,190.45,190.45,184.17,252928,"15:43 ET"
STL,"Sterling Bancorp",15.99,-0.21,-1.30%,16.39,16.59,15.96,3419110,"15:42 ET"
STLD,"Steel Dynamics Inc",33.88,0.53,+1.59%,33.76,34.61,33.36,1379188,"15:42 ET"
STNE,"Stoneco Ltd Cl A",61.53,-1.51,-2.40%,62.31,63,59.84,2692161,"15:43 ET"
STOR,"Store Capital Corpstore Capital",32.14,2.37,+7.96%,29.8,32.14,29.63,3718638,"15:43 ET"
STT,"State Street Corp",69.92,-0.17999999999999,-0.26%,70.55,70.64,69.2,1301382,"15:43 ET"
STWD,"Starwood Property Trust",17.06,0.35,+2.09%,16.83,17.14,16.5,4022971,"15:43 ET"
STZ,"Constellation Brands Inc",200.4,-0.34999999999999,-0.17%,202.89,203.65,198.43,1193882,"15:43 ET"
SUI,"Sun Communities",142.95,7.45,+5.50%,135.95,142.95,135.01,801376,"15:43 ET"
SWCH,"Switch Inc",14.67,0.0099999999999998,+0.07%,14.66,14.75,14.22,1153672,"15:43 ET"
SWI,"Solarwinds Corp",22.16,0.07,+0.32%,21.94,22.31,21.2,317077,"15:42 ET"
SWK,"Stanley Black & Decker Inc",178.92,1.51,+0.85%,177.27,180.61,175.98,753896,"15:43 ET"
SWKS,"Skyworks Solutions",137.92,-6.66,-4.61%,142.87,144.38,137.01,1984704,"15:43 ET"
SYF,"Synchrony Financial",29.65,-0.2,-0.67%,29.87,30.36,29.57,3252360,"15:43 ET"
SYK,"Stryker Corp",230.34,-4.01,-1.71%,232.66,233.84,227.25,957322,"15:43 ET"
SYNH,"Syneos Health Inc",62.44,-1.48,-2.32%,63.25,64.62,61.76,401690,"15:43 ET"
SYY,"Sysco Corp",72.51,1.43,+2.01%,73.31,73.94,71.02,2494058,"15:43 ET"
T,"AT&T Inc",28.89,0.59,+2.08%,28.55,28.97,28.37,34603236,"15:43 ET"
TAP,"Molson Coors Brewing Company",43.05,1.89,+4.59%,41.54,43.11,40.84,2286159,"15:43 ET"
TCF,"TCF Financial Corp",34.14,1.47,+4.50%,32.97,34.7,32.4,812618,"15:43 ET"
TCO,"Taubman Centers",36.53,0.51,+1.42%,36.05,36.91,35.94,1009053,"15:40 ET"
TDC,"Teradata Corp",20.33,-0.12,-0.59%,20.45,20.47,19.65,583816,"15:43 ET"
TDG,"Transdigm Group Inc",574.53,6.2099999999999,+1.09%,574.61,579.79,564.51,462744,"15:42 ET"
TDOC,"Teladoc Health Inc",172.02,-5.96,-3.35%,180.41,184.33,168.5,6547466,"15:43 ET"
TDS,"Telephone and Data Systems",18.51,0.17,+0.93%,18.56,18.89,18.36,580634,"15:43 ET"
TDY,"Teledyne Technologies Inc",370.66,6.54,+1.80%,366.23,374.61,364.44,101800,"15:42 ET"
TEAM,"Atlassian Cls A Ord",185.67,-1.85,-0.99%,185.41,187,176.42,1682029,"15:43 ET"
TECH,"Bio-Techne Cp",300.36,-3.84,-1.26%,300.18,307.96,292.26,118062,"15:43 ET"
TER,"Teradyne Inc",98.25,-3.28,-3.23%,102,102.68,97.48,1358789,"15:43 ET"
TFC,"Truist Financial Corp",49.08,0.56,+1.15%,47.44,49.24,46.98,4030891,"15:43 ET"
TFSL,"Tfs Financial Corp",16.48,0.2,+1.23%,16.45,16.69,16.35,110236,"15:41 ET"
TFX,"Teleflex Inc",368.32,4.36,+1.20%,361.93,368.32,350.77,215341,"15:43 ET"
TGT,"Target Corp",158.13,3.22,+2.08%,157.04,159.06,156.14,2286365,"15:43 ET"
THG,"The Hanover Insurance Group",113.82,4.74,+4.35%,110,114.77,108.98,155071,"15:43 ET"
THO,"Thor Industries",83.26,2.97,+3.70%,80.29,85.13,78.64,906164,"15:43 ET"
THS,"Treehouse Foods",37.99,2.75,+7.80%,35.46,38.18,35.19,1398342,"15:43 ET"
TIF,"Tiffany & Company",131.31,0.15000000000001,+0.11%,131.18,131.37,131.15,1463424,"15:42 ET"
TJX,"TJX Companies",62.34,1.44,+2.36%,61.81,62.78,60.21,8422175,"15:43 ET"
TKR,"Timken Company",70.79,3.08,+4.55%,68.65,70.99,68.4,620933,"15:43 ET"
TMO,"Thermo Fisher Scientific Inc",467.5,-17.49,-3.61%,480.37,495,462,2778770,"15:43 ET"
TMUS,"T-Mobile US",122.1,-0.68000000000001,-0.55%,119.03,123.24,118.6,3082774,"15:43 ET"
TMX,"Terminix Global Hldgs Inc",46.95,0.38,+0.82%,46.57,47.39,45.63,415009,"15:43 ET"
TNDM,"Tandem Diabetes Care",100.89,-3.93,-3.75%,104.96,106.81,96.04,1324710,"15:42 ET"
TOL,"Toll Brothers Inc",43.93,2.75,+6.68%,42.51,44.24,40.95,2750076,"15:42 ET"
TPR,"Tapestry Inc",25.86,0.93,+3.73%,25.05,26.02,24.82,4472493,"15:43 ET"
TPX,"Tempur-Pedic International Inc",89.64,2.24,+2.56%,87.46,90.41,86.01,498059,"15:43 ET"
TREE,"Lendingtree Inc",306.75,5.98,+1.99%,308.87,308.87,285.2,126385,"15:43 ET"
TREX,"Trex Company",67.75,-0.31999999999999,-0.47%,68.61,69.75,64.26,1322185,"15:43 ET"
TRGP,"Targa Resources",20.11,0.54,+2.76%,19.92,20.27,19.13,3063689,"15:43 ET"
TRIP,"Tripadvisor Inc",26.79,2.48,+10.20%,23.98,27.38,23.28,6297726,"15:43 ET"
TRMB,"Trimble Navigation",58.15,0.61,+1.06%,57.66,58.34,56.94,503041,"15:43 ET"
TRN,"Trinity Industries",22.63,0.6,+2.72%,22.26,22.87,22.2,709576,"15:43 ET"
TROW,"T Rowe Price Group",136.62,-0.41,-0.30%,137.08,137.69,133.06,876565,"15:43 ET"
TRU,Transunion,92.35,-3.1,-3.25%,95.95,96.31,91.59,1124878,"15:43 ET"
TRV,"The Travelers Companies Inc",136.09,1.81,+1.35%,135.28,136.82,134.1,952543,"15:43 ET"
TSCO,"Tractor Supply Company",130.13,0.53,+0.41%,128.21,130.35,127.78,1448505,"15:43 ET"
TSLA,"Tesla Inc",410.19,-11.07,-2.63%,420.09,422.75,396.03,27975481,"15:43 ET"
TSN,"Tyson Foods",60.61,0.26,+0.43%,61.27,61.35,60.35,1260831,"15:43 ET"
TT,"Trane Technologies Plc",143.93,-1.74,-1.19%,144.87,148.86,143.93,1368962,"15:43 ET"
TTC,"Toro Company",86.39,2.06,+2.44%,84.76,86.66,83.95,232456,"15:43 ET"
TTD,"Trade Desk Inc",708.3,-53.07,-6.97%,765,771.5,697.36,1351886,"15:43 ET"
TTWO,"Take-Two Interacti",155.83,-4.16,-2.60%,157.76,158.99,152.88,2613084,"15:42 ET"
TW,"Tradeweb Markets Inc",58.19,-0.39,-0.67%,58.16,59.29,56.76,606349,"15:42 ET"
TWLO,Twilio,266.2,-7.8,-2.85%,270,274.55,254.78,2068933,"15:43 ET"
TWOU,"2U Inc",29.82,-1.64,-5.21%,32,32.18,28.45,2702119,"15:43 ET"
TWTR,"Twitter Inc",42.38,-0.81,-1.88%,43.36,43.97,41.61,11162667,"15:43 ET"
TXG,"10X Genomics Inc",127.89,-6.27,-4.67%,133.2,138.55,125.84,1078989,"15:43 ET"
TXN,"Texas Instruments",152.68,-3.54,-2.27%,155.38,156.35,152.09,3080583,"15:43 ET"
TXT,"Textron Inc",43.81,1.32,+3.11%,42.77,44.29,42.49,853265,"15:43 ET"
TYL,"Tyler Technologies",414.15,-6.27,-1.49%,415.69,420.42,404.92,202198,"15:43 ET"
UA,"Under Armour Inc Cl C",13.25,-0.27,-2.00%,13.44,13.67,13.17,3446611,"15:43 ET"
UAA,"Under Armour",15.02,-0.35,-2.28%,15.37,15.61,14.9,7220762,"15:43 ET"
UAL,"United Airlines Holdings Inc",40.18,-1.14,-2.76%,40.45,42.07,39.48,24014308,"15:43 ET"
UBER,"Uber Technologies Inc",46.97,-1.21,-2.51%,46.74,49.36,46.04,29382519,"15:43 ET"
UDR,"United Dominion Realty Trust",39.81,1.66,+4.35%,38.3,40.35,38.23,3094182,"15:43 ET"
UGI,"Ugi Corp",37.05,2.69,+7.83%,34.66,37.14,34.53,1015638,"15:43 ET"
UHAL,"A M E R C O",400.15,11.44,+2.94%,387.5,401.99,387.5,19966,"15:40 ET"
UHS,"Universal Health Services",132.36,5.59,+4.41%,127.83,133.99,127.76,500045,"15:43 ET"
UI,"Ubiquiti Networks",256.59,-0.42000000000002,-0.16%,257,260.66,253.27,97715,"15:42 ET"
ULTA,"Ulta Beauty Inc",265.15,17.95,+7.26%,262.61,277.88,257.87,3162276,"15:43 ET"
UMPQ,"Umpqua Holdings Corp",14.35,0.48,+3.46%,14.1,14.46,13.82,1225939,"15:42 ET"
UNH,"Unitedhealth Group Inc",355.31,5.31,+1.52%,349.49,355.76,348.17,2569716,"15:43 ET"
UNM,"Unumprovident Corp",21.35,0.62,+2.99%,21.21,21.53,20.93,3094407,"15:43 ET"
UNP,"Union Pacific Corp",201.95,3.95,+1.99%,198.86,203.53,197.95,2069491,"15:43 ET"
UNVR,"Univar Inc",17.54,-0.1,-0.57%,17.86,17.9,17.52,1202400,"15:43 ET"
UPS,"United Parcel Service",164.57,1.35,+0.83%,163.73,165.26,161.03,2646976,"15:43 ET"
URI,"United Rentals",209.57,3.75,+1.82%,205.08,212.8,205.08,610844,"15:43 ET"
USB,"U.S. Bancorp",44.06,-0.099999999999994,-0.23%,44.49,44.62,43.22,5381329,"15:43 ET"
USFD,"US Foods Holding",31.12,1.05,+3.49%,30.81,32.55,30.02,5314944,"15:43 ET"
USM,"United States Cellular Corp",30.84,0.059999999999999,+0.19%,30.79,31.18,30.42,95339,"15:43 ET"
UTHR,"United Therapeutic",139.65,3.39,+2.49%,136.67,139.66,136.07,341912,"15:42 ET"
V,"Visa Inc",213.06,0.38,+0.18%,211.94,214.06,210.53,6300775,"15:43 ET"
VAR,"Varian Medical Systems",173.31,0.33000000000001,+0.19%,173.26,173.55,173.21,834476,"15:43 ET"
VEEV,"Veeva Systems Inc",265.57,-3.47,-1.29%,269.64,270.39,253.42,1247826,"15:43 ET"
VER,"Vereit Inc",7.45,0.26,+3.62%,7.18,7.5,7.09,13178995,"15:41 ET"
VFC,"V.F. Corp",77.44,-0.37,-0.48%,77.75,78.18,76.63,2135766,"15:43 ET"
VIAC,"Viacomcbs Inc Cl B",30.06,1.01,+3.48%,29.16,30.06,28.85,6707853,"15:43 ET"
VIACA,"Viacomcbs Inc Cl A",31.55,1.05,+3.44%,30.83,31.55,30.37,36493,"15:26 ET"
VICI,"Vici Properties Inc",25.11,1.29,+5.42%,23.78,25.12,23.75,3216143,"15:43 ET"
VIRT,"Virtu Financial Cm A",22.89,-0.22,-0.95%,23.28,23.47,22.36,924459,"15:43 ET"
VLO,"Valero Energy Corp",49.7,-0.38,-0.76%,51,51.06,48,6723224,"15:43 ET"
VMC,"Vulcan Materials Company",140.01,4.33,+3.19%,137.25,145.08,136.96,1131697,"15:43 ET"
VMI,"Valmont Industries",159.26,4.97,+3.22%,155.74,161.79,153.89,85144,"15:37 ET"
VMW,"Vmware Inc",139.97,-0.89000000000001,-0.63%,140.8,141.83,136.81,776657,"15:42 ET"
VNO,"Vornado Realty Trust",39.03,0.34,+0.88%,38.74,39.79,37.74,3174901,"15:43 ET"
VNT,"Vontier Corp [Vnt/I]",28.28,-0.26,-0.91%,28.5,29.1,28.15,2205253,"15:43 ET"
VOYA,"VOYA Financial Inc",54,0.57,+1.07%,53.66,54.24,52.85,930645,"15:43 ET"
VRM,"Vroom Inc",37.92,-0.28,-0.73%,39.89,39.89,37.61,1696375,"15:43 ET"
VRSK,"Verisk Analytics Inc",194.83,-1.48,-0.75%,193.74,196.76,192.73,366422,"15:40 ET"
VRSN,"Verisign Inc",200.52,-2.94,-1.45%,200,201.5,196.63,486864,"15:43 ET"
VRT,"Vertiv Holdings Llc.",16.92,0.020000000000003,+0.12%,16.9,17,16.65,2234898,"15:43 ET"
VRTX,"Vertex Pharmaceutic",216.38,-6.47,-2.90%,223.77,224.74,215.43,1148265,"15:43 ET"
VSAT,"Viasat Inc",34.54,-1.76,-4.85%,36.4,36.61,34.45,451174,"15:43 ET"
VST,"Vistra Energy Corp",20.11,1.2,+6.35%,18.99,20.19,18.85,3373575,"15:43 ET"
VTR,"Ventas Inc",48.4,1.55,+3.31%,47.23,49.37,46.44,3624188,"15:43 ET"
VVV,"Valvoline Inc",22.79,0.55,+2.47%,22.53,22.92,22.29,855258,"15:43 ET"
VZ,"Verizon Communications Inc",61.27,1.43,+2.39%,60.28,61.4,59.97,14534596,"15:43 ET"
W,"Wayfair Inc",243.07,7.74,+3.29%,240.12,245.52,225.05,3260713,"15:43 ET"
WAB,"Wabtec Corp",68.82,0.20999999999999,+0.31%,68.93,69.69,67.99,2728873,"15:42 ET"
WAL,"Western Alliance Bancorp",52.84,1.05,+2.03%,52.19,53.32,51.26,859651,"15:43 ET"
WAT,"Waters Corp",224.84,-5.6,-2.43%,230,230.3,222.99,248967,"15:43 ET"
WBA,"Walgreens Boots Alliance",42.53,2.74,+6.89%,39.8,43.76,39.55,14984488,"15:43 ET"
WBS,"Webster Financial Corp",39,0.98,+2.58%,38.51,39.37,37.51,282660,"15:42 ET"
WDAY,"Workday Inc",213.43,-9.97,-4.46%,221.06,222.19,209.99,1052691,"15:43 ET"
WDC,"Western Digital Cp",41.36,-0.12,-0.29%,41.4,41.9,40.91,2889259,"15:43 ET"
WEC,"Wisconsin Energy Corp",104.83,1,+0.96%,103.88,106,103.76,769682,"15:43 ET"
WELL,"Welltower Inc",67.86,1.2,+1.80%,67.13,69.36,65.86,4396732,"15:43 ET"
WEN,"Wendys Company",22.84,0.41,+1.83%,22.46,22.91,22.16,2325206,"15:43 ET"
WEX,"Wex Inc",178.28,7.07,+4.13%,170.26,178.92,168.18,743035,"15:43 ET"
WFC,"Wells Fargo & Company",24.14,-0.079999999999998,-0.33%,24.36,24.51,23.86,40588171,"15:43 ET"
WH,"Wyndham Hotels & Resorts Inc",53.22,-1.96,-3.55%,55.46,55.55,53.09,901384,"15:43 ET"
WHR,"Whirlpool Corp",182.7,2.01,+1.11%,181.51,185,180.17,564953,"15:43 ET"
WLK,"Westlake Chemical Corp",74.52,0.11999999999999,+0.16%,75.04,75.23,73.47,482444,"15:41 ET"
WLTW,"Willis Towers WT",201.95,5.95,+3.04%,196.37,201.95,194.98,496168,"15:43 ET"
WM,"Waste Management",122.91,1.95,+1.61%,120.9,123.74,120.16,1291747,"15:43 ET"
WMB,"Williams Companies",19.93,0.58,+3.00%,19.61,19.99,19.25,6708360,"15:43 ET"
WMT,"Wal-Mart Stores",146.05,2.51,+1.75%,143.75,146.44,143.53,3885759,"15:43 ET"
WORK,"Slack Technologies Inc",24.34,-1.45,-5.62%,25.59,25.99,24.1,15827136,"15:43 ET"
WPC,"W.P. Carey & CO Llc",68.74,2.02,+3.03%,67,69.3,66.87,724262,"15:42 ET"
WPX,"Wpx Energy Inc",5.99,0.12,+2.04%,5.94,6.05,5.77,6045198,"15:42 ET"
WRB,"W.R. Berkley Corp",70.43,1.21,+1.75%,69.5,70.96,69.07,433735,"15:43 ET"
WRI,"Weingarten Realty Investors",20.57,1,+5.11%,19.69,20.77,19.51,806263,"15:43 ET"
WRK,"Westrock Company",41.72,1.38,+3.42%,40.02,41.82,39.98,1719574,"15:43 ET"
WSM,Williams-Sonoma,91.23,1.41,+1.57%,89.61,94.04,88.31,1128507,"15:43 ET"
WSO,"Watsco Inc",228.52,4.73,+2.11%,225.22,230,221.99,156973,"15:42 ET"
WST,"West Pharmaceutical Services",278.92,-7.62,-2.66%,286.14,291.53,272.78,269111,"15:42 ET"
WTFC,"Wintrust Finl Corp",53.98,0.98,+1.85%,53.15,54.6,52.63,461085,"15:42 ET"
WTM,"White Mountains Insurance Group",935.21,-3.74,-0.40%,941.77,948.66,925.59,6212,"15:37 ET"
WTRG,"Essential Utilities Inc",46.45,1.52,+3.38%,45.17,46.45,45.13,596353,"15:42 ET"
WU,"Western Union Company",21.55,0.11,+0.51%,21.63,21.7,21.42,2745359,"15:43 ET"
WWD,"Woodward Inc",103.42,4.34,+4.38%,99,104.63,98.41,444586,"15:42 ET"
WWE,"World Wrestling Entertainment",40.24,0.010000000000005,+0.02%,40.53,40.75,39.15,524505,"15:42 ET"
WY,"Weyerhaeuser Company",27.71,-0.43,-1.53%,27.92,28.03,27.4,4308410,"15:43 ET"
WYND,"Wyndham Destinations Inc",42.2,-0.66,-1.54%,43.13,44.3,42.13,497764,"15:41 ET"
WYNN,"Wynn Resorts Ltd",96.5,-5.74,-5.61%,100,102.68,95.39,4429228,"15:43 ET"
XEC,"Cimarex Energy Company",32.37,1.12,+3.58%,31.88,32.99,30.44,1489890,"15:42 ET"
XEL,"XCEL Energy Inc",73.79,0.36,+0.49%,73.13,74.07,72.85,1528182,"15:43 ET"
XLNX,"Xilinx Inc",122.42,-7.93,-6.08%,128.34,128.85,121.24,3535532,"15:43 ET"
XLRN,"Acceleron Pharma",114.9,0.58000000000001,+0.51%,114.1,116.82,110.53,240001,"15:43 ET"
XOM,"Exxon Mobil Corp",36.75,-0.18,-0.49%,37.05,37.43,35.98,38755254,"15:43 ET"
XPO,"Xpo Logistics Inc",101.1,1.8,+1.81%,99.6,102.06,97.78,719903,"15:43 ET"
XRAY,"Dentsply Sirona Inc",52.97,1.57,+3.05%,51.47,53.26,51.13,1040354,"15:43 ET"
XRX,"Xerox Corp",21.66,0.16,+0.74%,21.63,21.95,21.03,2157674,"15:43 ET"
XYL,"Xylem Inc",95.02,1.49,+1.59%,94.14,96.48,94,694799,"15:43 ET"
Y,"Alleghany Corp",639.84,15.01,+2.40%,630.43,647.6,624.02,35065,"15:40 ET"
YUM,"Yum! Brands",103.26,1.28,+1.26%,102.76,104.01,102,1087409,"15:43 ET"
"Downloaded from Barchart.com as of 11-10-2020 02:43pm CST"
