Symbol,Name,Sector,Country,sss_value,sss_value_normalized,annualized_revenue,annualized_earnings,annualized_retained_earnings,quarterized_revenue,quarterized_earnings,quarterized_retained_earnings,effective_earnings,effective_retained_earnings,effective_revenue,annualized_total_revenue,annualized_net_income,quarterized_total_revenue,quarterized_net_income,effective_net_income,effective_total_revenue,enterprise_value_to_revenue,evr_effective,evr_effective_normalized,trailing_price_to_earnings,forward_price_to_earnings,effective_price_to_earnings,trailing_12months_price_to_sales,trailing_12months_price_to_sales_normalized,pe_effective,pe_effective_normalized,enterprise_value_to_ebitda,effective_ev_to_ebitda,effective_ev_to_ebitda_normalized,ebitda,quarterized_ebitd,annualized_ebitd,ebitd,profit_margin,annualized_profit_margin,annualized_profit_margin_boost,quarterized_profit_margin,quarterized_profit_margin_boost,effective_profit_margin,effective_profit_margin_normalized,held_percent_institutions,forward_eps,trailing_eps,previous_close,trailing_eps_percentage,price_to_book,price_to_book_normalized,shares_outstanding,net_income_to_common_shareholders,nitcsh_to_shares_outstanding,employees,enterprise_value,market_cap,nitcsh_to_num_employees,eqg,rqg,eqg_yoy,rqg_yoy,niqg_yoy,trqg_yoy,eqg_effective,eqg_factor_effective,eqg_factor_effective_normalized,rqg_effective,rqg_factor_effective,rqg_factor_effective_normalized,price_to_earnings_to_growth_ratio,effective_peg_ratio,effective_peg_ratio_normalized,annualized_cash_flow_from_operating_activities,quarterized_cash_flow_from_operating_activities,annualized_ev_to_cfo_ratio,quarterized_ev_to_cfo_ratio,ev_to_cfo_ratio_effective,ev_to_cfo_ratio_effective_normalized,annualized_debt_to_equity,quarterized_debt_to_equity,debt_to_equity_effective,debt_to_equity_effective_used,debt_to_equity_effective_used_normalized,financial_currency,summary_currency,financial_currency_conversion_rate_mult_to_usd,summary_currency_conversion_rate_mult_to_usd,last_dividend_0,last_dividend_1,last_dividend_2,last_dividend_3,fifty_two_week_change,fifty_two_week_low,fifty_two_week_high,two_hundred_day_average,previous_close_percentage_from_200d_ma,previous_close_percentage_from_52w_low,previous_close_percentage_from_52w_high,dist_from_low_factor,eff_dist_from_low_factor,eff_dist_from_low_factor_normalized,annualized_total_ratio,quarterized_total_ratio,annualized_other_current_ratio,quarterized_other_current_ratio,annualized_other_ratio,quarterized_other_ratio,annualized_total_current_ratio,quarterized_total_current_ratio,total_ratio_effective,other_current_ratio_effective,other_ratio_effective,total_current_ratio_effective,effective_current_ratio,effective_current_ratio_normalized,annualized_total_assets,quarterized_total_assets,effective_total_assets,calculated_roa,calculated_roa_normalized,annualized_working_capital,quarterized_working_capital,effective_working_capital,annualized_total_liabilities,quarterized_total_liabilities,effective_total_liabilities,altman_z_score_factor,altman_z_score_factor_normalized,skip_reason
TLV:EQTL,EQUITAL,Industrials,Israel,68409942.572927,0.3726165131881639,2755337200.0,367955866.666667,2146125200.0,2238342000.0,294652000.0,9614892000.0,294652000.0,9614892000.0,2238342000.0,2755337200.0,367955866.666667,2238342000.0,294652000.0,294652000.0,2238342000.0,2.05114,2.05114,0.0063293590479582985,3.2785589999999996,3.2785589999999996,3.2785589999999996,0.431633,0.010598121216589956,3.2785589999999996,0.0008582089258437945,2.814696,2.814674,2.8146740000000002e-05,1631130173.894142,1631156000.0,2091121266.6666672,1631156000.0,0.13164,0.0,0.0,0.0,0.0,0.08522300000000001,0.0009368891285935104,0.16013,0.0,7.9879999999999995,8529.0,0.0009369999999999999,0.207445,0.028257603310625903,36891000,294652000,7.987097,434,4591063392,96614305439,678921.658986,-0.045,-0.072366,0.14546900000000001,-0.072366,0.14546900000000001,-0.072366,0.002617,0.76159,0.003282975211901245,-0.072366,0.242763,0.0006425073598618211,1252.676794,1252.676794,0.012767143737537116,1778860400.0,1330136000.0,2.580901,3.451574,3.451574,2.1242800995633785e-07,3.9708589999999995,2.9362790000000003,2.9362790000000003,1.7145569999999999,0.25552322397143956,USD,ILS,1.0,0.30591199999999996,0,0,0,0,8529.0,5757.0,9434.0,8371.482,1.881602,48.150078,-9.592962,1.507751,11.748368,0.16677037439528647,1.8232220000000001,1.8865439999999998,0.27874299999999996,0.168874,6.818092,6.940759,1.4533200000000002,1.2564950000000001,1.8965439999999998,0.178874,6.950759,1.2664950000000001,1.5815190000000001,0.0025911822898286737,20729282133.33333,20585959933.33333,20585959933.33333,0.034312999999999996,0.049526215133691764,1179873933.333333,656007000.0,656007000.0,11375378266.666666,10926205466.666666,10926205466.666666,2.5234490000000003,0.051536111461250145,None
TLV:ORBI,ORBIT TECHNOLOGIES,Technology,Israel,8046.889859000001,0.3734568815341549,50213000.0,2862533.333333,3770600.0,52736000.0,5333000.0,21588000.0,5333000.0,21588000.0,52736000.0,50213000.0,2862533.333333,52736000.0,5333000.0,5333000.0,52736000.0,1.820788,1.820788,0.005618544322773625,21.53445,21.53445,21.53445,2.124593,0.052166294398061565,7.17815,0.001878981711491431,13.345104999999998,12.839774,0.00012839774,7784461.2140110005,8374000.0,5933000.0,8374000.0,0.10112,0.74243,13.921875,0.22387600000000002,2.5,0.512656,0.005635824051115715,0.5266,0.0,0.27899999999999997,1991.0,0.00014,3.0544540000000002,0.4160695580156405,18648900,5333000,0.28596900000000003,167,96016995,11204467572,31934.131737,5.348,0.071905,1.326249,0.071905,1.326249,0.071905,4.342562,21.088816,0.09090726004325998,0.071905,2.931505,0.007758651598356124,4.958927,4.958927,5.054083710674513e-05,8169133.333333001,10358000.0,11.753633,9.269839,9.269839,5.70514626482193e-07,0.808946,0.694074,0.694074,0.834111,0.12430892170399785,USD,ILS,1.0,0.30591199999999996,0,0,0,0,1991.0,505.0,2227.0,1702.5944,16.939184,294.25742599999995,-10.597216,1.7259,26.429803999999997,0.3751762209248161,2.260945,2.441657,0.47206099999999995,0.063036,4.117126,4.046333,2.1953139999999998,2.380947,2.451657,0.073036,4.056333,2.390947,2.421302,0.0039670942054611715,57074266.66666701,60532733.33333299,60532733.33333299,0.108101,0.15602930032836576,23478333.333332997,26691733.333332997,26691733.333332997,25195200.0,24806733.333332997,24806733.333332997,16.532581,0.33764301840780075,None
TLV:CAMT,CAMTEK,Technology,Israel,694355.003488,0.39238851399849184,141518733.33333302,20906133.333332997,44332733.333333,183032000.0,32358000.0,225980000.0,32358000.0,225980000.0,183032000.0,141518733.33333302,20906133.333332997,183032000.0,32358000.0,32358000.0,183032000.0,8.23974,8.23974,0.025425993799459767,45.611556,61.1824,47.557911,8.474406,0.2080767272812719,15.852637,0.004149650676276252,43.544738,48.656346,0.00048656346,28049267.689540997,21464000.0,23424733.333332997,21464000.0,0.17679,0.8353219999999999,5.625,5.892265,30.078125,3.6409279999999997,0.040026118080702534,0.33314,0.58,0.778,11770.0,6.6e-05,6.353768,0.8654932906155797,43710100,32358000,0.740287,356,1508151759,155108750260,90893.258427,3.806,0.163646,0.09304,0.163646,0.09304,0.163646,2.87776,17.213962,0.07420398185980642,0.163646,4.295316000000001,0.011368174486772029,16.526017,16.526017,0.00016843134275223263,22649133.333332997,24412000.0,66.587615,61.779115000000004,61.779115000000004,3.80221152909187e-06,0.284468,0.281876,0.281876,0.53192,0.07927290448488333,USD,ILS,1.0,0.30591199999999996,0,0,0,0,1.525751,4574.0,13080.0,9966.35,18.097398000000002,157.324005,-10.015291,1.6919819999999999,23.462519,0.33305503180412144,4.598032,4.564634,0.069738,0.07911,2.48997,3.247747,4.309842,4.2810809999999995,4.574634,0.08911000000000001,3.257747,4.291081,4.432857,0.0072628533402020875,225391333.33333302,281346333.333333,281346333.333333,0.135011,0.1948702774870999,155024600.0,192354266.66666698,192354266.66666698,48695666.666667,61378866.66666701,61378866.66666701,38.976493,0.796012476422799,None
TLV:CHAM,CHAM FOODS ISRAEL,Consumer Defensive,Israel,1838373.105273,0.39443404347726446,21947600.0,879133.333333,3117466.666667,23937000.0,754000.0,15006000.0,754000.0,15006000.0,23937000.0,21947600.0,879133.333333,23937000.0,754000.0,754000.0,23937000.0,0.860225,0.860225,0.0026544618539104726,24.493354,24.493354,24.493354,0.767263,0.018839028246228764,24.493354,0.006411479868641013,9.441668,9.441663,9.441663e-05,2180997.537584,2181000.0,1918200.0,2181000.0,0.0315,0.234427,5.625,0.007599,1.0,0.15404400000000001,0.0016934647797549806,0.01,0.0,0.03,251.7,0.00011899999999999999,1.072702,0.14612059864790683,24994500,754000,0.030167000000000003,72,20592231,1836597364,10472.222222,0.18876700000000002,0.136847,0.18876700000000002,0.136847,0.18876700000000002,0.136847,0.18876700000000002,4.594733,0.019806450379212755,0.136847,3.949278,0.01045233491570121,129.754416,129.754416,0.00132244269837746,1922400.0,2697000.0,10.711731,7.635236,7.635236,4.6991256424662755e-07,0.870498,0.8305040000000001,0.8305040000000001,0.91232,0.13596453643338993,USD,ILS,1.0,0.30591199999999996,45,9,7,11,165.13861,1.4709999999999999,293.0,65.00458499999999,287.203456,17010.808973,-14.095563,1.716666,25.592648999999998,0.36329264247571696,2.241151,2.208116,3.879422,0.768278,0.9060870000000001,0.22652199999999997,1.565749,1.537915,2.218116,0.778278,0.23652199999999998,1.547915,1.883016,0.003085159084819107,30878133.333333,31439200.0,31439200.0,0.043983,0.06348356367047955,6859666.666666999,7014200.0,7014200.0,14227600.0,14261600.0,14261600.0,8.899088,0.1817450604595035,None
TLV:LUDN,LUDAN ENGINEERING,Industrials,Israel,1325.098776,0.3958413877886044,170846610.707733,747750.898667,12999037.039467,160635003.024,3940146.56,59327043.72,3940146.56,59327043.72,160635003.024,170846610.707733,747750.898667,160635003.024,3940146.56,3940146.56,160635003.024,0.115941,0.115941,0.00035776798140513716,4.898128,4.898128,4.898128,0.090488,0.002221801374424087,4.898128,0.0012821538881946043,1.823236,1.572697,1.572697e-05,47269111.409396,60260000.0,44953866.666667,60260000.0,0.01923,0.004353,1.0,0.062155999999999996,2.5,0.051634000000000006,0.0005676323676213853,0.21098000000000003,0.0,0.865,1222.0,0.000708,0.683809,0.09314663386553443,11524700,13247000,1.1494440000000001,1253,62497273,4882878497,10572.226656,0.11,0.011616,0.29649200000000003,0.011616,0.29649200000000003,0.011616,0.156623,4.207562,0.018137477840488487,0.011616,1.327797,0.0035142066332284837,31.273371,31.273371,0.0003187347483618547,11014851.0192,21941844.112,5.67391,2.848315,2.848315,1.7530027957644438e-07,4.338513,3.828985,3.828985,1.9577790000000002,0.29177099501712744,ILS,ILS,0.30591199999999996,0.30591199999999996,0,0,0,0,1222.0,410.7,1425.0,948.8161,28.792081,197.540784,-14.245614000000002,1.599724,16.759856,0.2379094236689801,1.252381,1.2751290000000002,0.348521,0.034178,0.984641,0.7977,1.193568,1.148149,1.2851290000000002,0.044177999999999995,0.8077,1.1581489999999999,1.221639,0.0020015499917256834,112987190.0048,109394987.7536,109394987.7536,0.056018,0.08085447263017356,42614200.0,30165266.666667,30165266.666667,90256765.9392,85806623.28693299,85806623.28693299,6.174773,0.12610668556246546,None
TLV:CRSO,CARASSO MOTORS LTD,Consumer Cyclical,Israel,10840.512923999999,0.397146120284553,3889963133.333333,136319200.0,490191933.333333,3863245000.0,144663000.0,2091702000.0,144663000.0,2091702000.0,3863245000.0,3889963133.333333,136319200.0,3863245000.0,144663000.0,144663000.0,3863245000.0,0.341398,0.341398,0.001053477831964111,3.007018,3.007018,3.007018,0.11696500000000001,0.0028719056422897332,3.007018,0.0007871292503117851,1.6485599999999998,1.617991,1.6179909999999998e-05,831159951.011319,861984000.0,706866600.0,861984000.0,0.03744,0.0,0.0,0.0,0.0,0.031394,0.00034512628402033087,0.18247,0.0,1.6440000000000001,1627.0,0.00101,0.269579,0.036721330679819815,91404896,144663008,1.582661,906,1319401568,45186357101,159672.19426,0.295,-0.053047000000000004,-0.056750999999999996,-0.053047000000000004,-0.056750999999999996,-0.053047000000000004,0.207062,4.800408,0.02069305068476796,-0.053047000000000004,0.24469499999999997,0.0006476206770446414,14.522295000000002,14.522295000000002,0.00014800962910143652,-47290933.333333,488003000.0,358.427142,2.703675,2.703675,1.6639837355904922e-07,2.38061,2.661031,2.661031,1.632267,0.24325941116112776,USD,ILS,1.0,0.30591199999999996,0,0,0,0,1627.0,888.0,1800.0,1551.9579999999999,4.835311,83.220721,-9.611111,1.620614,18.116637,0.25716919450203635,1.426307,1.3760649999999999,0.058096,0.046002999999999995,2.926138,3.231341,1.117607,1.053613,1.3860649999999999,0.056003,3.241341,1.063613,1.224839,0.002006792915350029,5220533466.666667,5964564733.333333,5964564733.333333,0.044254,0.06387471583733266,177794400.0,114194933.333333,114194933.333333,3685283733.333333,4335113533.333333,4335113533.333333,2.806331,0.057313378321956016,None
TLV:MMAN,MAMAN CARGO TERMIN,Industrials,Israel,26369.346697999998,0.401624959066542,265687080.4784,5548489.097066999,59509713.972267,242094168.12,5142074.808,240495166.096,5142074.808,240495166.096,242094168.12,265687080.4784,5548489.097066999,242094168.12,5142074.808,5142074.808,242094168.12,0.515462,0.515462,0.001590600384946264,5.7734559999999995,5.7734559999999995,5.7734559999999995,0.123243,0.003026052811291528,5.7734559999999995,0.001511283302257611,4.955774,4.23422,4.2342199999999996e-05,116117019.75308602,149930000.0,136971533.33333302,149930000.0,0.021240000000000002,0.050791,2.5,0.068061,2.5,0.066438,0.0007303784180971761,0.01,0.0,0.36200000000000004,683.2,0.00053,0.273273,0.03722451748417495,46666700,16808000,0.360171,2120,407880252,9753297634,7928.3018870000005,1.8159999999999998,-0.076874,-0.22199499999999997,-0.076874,-0.22199499999999997,-0.076874,1.306501,11.680228999999999,0.050349797497774476,-0.076874,0.242313,0.0006413163698347666,4.41902,4.41902,4.503816450442784e-05,34757028.039467,35909480.12,11.735188,11.358566999999999,11.358566999999999,6.990659286939032e-07,3.5024339999999996,3.914081,3.914081,1.9794040000000002,0.2949938040099941,ILS,ILS,0.30591199999999996,0.30591199999999996,0,0,0,0,683.2,535.5,720.0,649.2014,5.236987999999999,27.581699,-5.111111,1.601084,16.845532000000002,0.2391256111936381,1.362004,1.294909,0.140742,0.133306,5.406217,5.916995,1.224372,1.191088,1.304909,0.143306,5.926995,1.201088,1.252999,0.002052930643244272,510713190.782933,561433278.018133,561433278.018133,0.029158999999999997,0.0420871071338361,78047133.333333,77350733.333333,77350733.333333,383200075.370133,433682632.1344,433682632.1344,3.920771,0.08007345948740678,None
TLV:MGIC,MAGIC SOFTWARE ENT,Technology,Israel,10961.115923000001,0.4105491970408997,339930800.0,22517333.333332997,34528866.666667,393284000.0,26876000.0,39720000.0,26876000.0,39720000.0,393284000.0,339930800.0,22517333.333332997,393284000.0,26876000.0,26876000.0,393284000.0,1.9361169999999999,1.9361169999999999,0.0059744238091285215,32.297247,25.446317,31.440881,2.093966,0.05141429290952732,10.480294,0.002743364342769847,12.781921,12.781930000000001,0.0001278193,59571081.312974,59571000.0,50977533.333333,59571000.0,0.06834,1.022394,15.46875,0.427951,6.25,0.72626,0.00798405475672439,0.23617,0.66,0.52,5555.0,9.4e-05,3.239068,0.44121718354331235,49035100,25559000,0.521239,3039,761433900,82352337077,8410.332346,0.289,0.135926,0.185315,0.135926,0.185315,0.135926,0.263079,5.379119,0.023187691985014264,0.135926,3.936808,0.01041933125872928,1.46,1.46,1.4880158989202278e-05,45051200.0,55035000.0,16.901523,13.835448000000001,13.835448000000001,8.515062071664681e-07,0.521176,0.621645,0.621645,0.789445,0.11765227493056987,USD,ILS,1.0,0.30591199999999996,19,16,7,14,5555.0,3840.0,5886.0,5324.895,4.321306,44.661458,-5.623513,1.6764419999999998,22.198874,0.3151173446502349,3.248542,2.821846,0.0,0.0,0.5317890000000001,0.470765,2.882142,2.346731,2.831846,0.01,0.48076499999999994,2.356731,2.594288,0.004250516826111511,417641400.0,445304866.666667,445304866.666667,0.080354,0.11598022588676793,133523266.666667,122174933.333333,122174933.333333,131711666.666667,158260333.33333302,158260333.33333302,17.719896,0.36189141739649205,None
TLV:SNCM,SUNY CELLULAR COMM,Communication Services,Israel,126951.21753099999,0.41243183040928033,312202203.332267,8123330.006933,-127692318.6624,288440753.856,5931633.68,-487098171.184,5931633.68,-487098171.184,288440753.856,312202203.332267,8123330.006933,288440753.856,5931633.68,5931633.68,288440753.856,0.127871,0.127871,0.0003945812917799251,4.849908,4.849908,4.849908,0.099446,0.0024417520497853613,4.849908,0.001269531625058822,2.0832610000000003,2.019796,2.019796e-05,61610173.861968,65364000.0,71273666.666667,65364000.0,0.02056,0.064157,2.5,0.026327999999999997,1.0,0.057121000000000005,0.0006279530633090821,0.17740999999999998,0.0,0.08900000000000001,144.2,0.000617,0.343938,0.04685031486635037,217232992,19390000,0.089259,218,120529856,9376685015,88944.954128,0.031,-0.112203,-0.110207,-0.112203,-0.110207,-0.112203,-0.004302,0.24957,0.0010758178595230946,-0.112203,0.23878000000000002,0.000631965774800137,-1127.429131,88.69737099999999,0.0009039938235645611,20848759.3536,13292182.312,5.781152,9.067725,9.067725,5.580754683461324e-07,0.857994,0.729792,0.729792,0.8552790000000001,0.1274636232420788,ILS,ILS,0.30591199999999996,0.30591199999999996,322,274,210,324,144.2,82.0,150.0,123.223076,17.023535,75.853659,-3.8666669999999996,1.8294119999999998,37.485975,0.5321207239441554,2.220788,2.373359,5.603935,1.1455790000000001,2.318364,2.9618580000000003,5.417435,6.01116,2.383359,1.1555790000000001,2.971858,6.02116,4.202259,0.006885038433349932,136400307.68373302,141093589.1936,141093589.1936,0.06204,0.08954642225670262,323068533.333333,347409000.0,347409000.0,62033345.213332996,59502841.14933299,59502841.14933299,9.805972,0.20026624908127647,None
TLV:ALHE,ALONY HETZ,Real Estate,Israel,2328396762.099329,0.4176687620397155,446424376.787733,160518511.7344,1179438821.408,416494293.40800005,93383614.856,4946637726.296,93383614.856,4946637726.296,416494293.40800005,446424376.787733,160518511.7344,416494293.40800005,93383614.856,93383614.856,416494293.40800005,5.359578,5.359578,0.016538458373167232,7.756496,7.756496,7.756496,1.740488,0.0427351541703721,7.756496,0.002030371910486189,6.51409,6.503637,6.503637e-05,1123762247.34667,1127369000.0,1237371933.333333,1127369000.0,0.22421,0.882534,2.5,0.587637,2.5,0.7142310000000001,0.007851815345675129,0.35936,0.0,1.7590000000000001,4490.0,0.000392,0.361068,0.04918371767052025,173680992,305263008,1.757607,10000000,7296793849,236964707732,30.526301,0.022000000000000002,0.000412,-0.163975,0.000412,-0.163975,0.000412,-0.024494,0.24755100000000002,0.0010671145848571608,0.000412,0.452934,0.0011987552820308452,-316.673504,315.78265600000003,0.00321842200500861,216819004.885333,224809834.208,33.653847999999996,32.457627,32.457627,1.99761300540423e-06,2.438545,2.581689,2.581689,1.6077629999999998,0.2396075401062744,ILS,ILS,0.30591199999999996,0.30591199999999996,0,0,0,0,0.286533,3126.0,4838.0,4407.769,1.865592,43.634037,-7.193055,1.593458,16.36981,0.23237264464985305,1.6194680000000001,1.5967280000000001,0.9108069999999999,0.608577,0.097638,0.087324,1.114128,1.28263,1.6067280000000002,0.618577,0.09732400000000001,1.29263,1.4496790000000002,0.002375173836505627,7549404730.8186655,8187641417.628267,8187641417.628267,0.031405,0.045328907011150006,197925600.0,508832866.666667,508832866.666667,4675093960.5776,5128214220.797867,5128214220.797867,5.398983,0.11026281476875288,None
TLV:SKBN,SHIKUN & BINUI LTD,Real Estate,Israel,64424451.333234996,0.4248794720293722,1993049698.1018672,73321008.554133,651993631.0261331,2013819001.9120002,42757626.151999995,2708637539.336,42757626.151999995,2708637539.336,2013819001.9120002,1993049698.1018672,73321008.554133,2013819001.9120002,42757626.151999995,42757626.151999995,2013819001.9120002,0.754991,0.754991,0.002329733278555868,18.326041,10.288304,17.321324,0.003829,9.401553203374845e-05,17.321324,0.004534100153217417,6.240298999999999,6.15266,6.15266e-05,819461049.3161429,842478000.0,740260000.0,842478000.0,0.021230000000000002,0.09260299999999999,2.5,0.029245999999999998,1.0,0.074305,0.0008168633666984356,0.24269000000000002,0.57,0.32,1914.0,0.000167,0.8754040000000001,0.11924519255000197,429792992,139771008,0.325205,8765,4970049223,2520449240,15946.492640999999,-0.258187,0.012967,-0.258187,0.012967,-0.258187,0.012967,-0.258187,0.224181,0.0009663738572975392,0.012967,1.3887450000000001,0.003675514322492739,-67.088161,1490.575952,0.015191785720028453,55820578.405333,145181246.52,89.036147,34.233411,34.233411,2.1069040886121534e-06,5.065297,4.801252,4.801252,2.192176,0.3267035619304663,ILS,ILS,0.30591199999999996,0.30591199999999996,0,0,0,0,1914.0,1404.2198,2306.0,2019.3846,-5.218649,36.303447999999996,-16.999133,1.130609,2.0886880000000003,0.029649333401451348,1.2265540000000001,1.242465,0.253262,0.156368,14.756576999999998,15.971523999999999,1.297461,1.230214,1.252465,0.16636800000000002,15.981523999999999,1.240214,1.2463389999999999,0.0020420188084511025,5052193457.2672,5042528412.3568,5042528412.3568,0.028479,0.04110561830187998,1802428266.6666672,1352610933.333333,1352610933.333333,4117549456.2976,4058492532.8736,4058492532.8736,1.19109,0.024325495383651672,None
TLV:ISTA,ISSTA LINES LTD,Consumer Cyclical,Israel,210333683679.9705,0.4255184849926112,85399597.173867,16486719.357332999,108927329.88213299,11620373.232,14831531.496,465094532.84800005,14831531.496,465094532.84800005,11620373.232,85399597.173867,16486719.357332999,11620373.232,14831531.496,14831531.496,11620373.232,17.165945999999998,17.165945999999998,0.05297026806159674,5.3363510000000005,5.3363510000000005,5.3363510000000005,6.997124,0.17180421404181512,5.3363510000000005,0.0013968649213375328,-17.676819000000002,43.964721999999995,0.0004396472199999999,-37433047.071853995,-37978000.0,-8272000.0,-37978000.0,1.27634,1.7326439999999999,5.625,1.4108530000000001,1.0,1.585518,0.017430207542439544,0.2022,0.0,3.576,6253.0,0.000572,0.38548000000000004,0.05250905504678385,13928400,48483000,3.4808739999999996,10000000,652064163,26579274130,4.8483,1.845,-0.476229,-0.203764,-0.476229,-0.203764,-0.476229,1.332809,11.794734,0.05084339257733008,-0.476229,0.202377,0.0005356199749004411,4.003838,4.003838,4.0806675347266895e-05,4752424.496533,-24106783.336,137.206633,270489.909267,270489.909267,0.01664737106573963,1.931884,2.0109369999999998,2.0109369999999998,1.419075,0.2114870599561698,ILS,ILS,0.30591199999999996,0.30591199999999996,102,147,112,90,6253.0,2756.0,7341.0,6091.5664,2.650116,126.88679199999999,-14.820869,1.525409,12.598467999999999,0.17883770964333395,1.552098,1.52667,0.717371,0.661267,0.518828,14.156984,0.512328,0.396021,1.53667,0.6712670000000001,14.166984,0.406021,0.9713459999999999,0.0015914665283793129,565934100.091733,626112394.937067,626112394.937067,0.043688,0.06305777072132211,-343854733.333333,-432357066.666667,-432357066.666667,368251991.402133,411736688.8016,411736688.8016,6.226155,0.12715605429514126,None
TLV:ADGR,ADGAR INVEST & DEV,Real Estate,Israel,4655358.705371,0.42637017102241387,73452305.984533,13767100.494932998,257622302.028267,74641916.176,-8848810.512,1040386215.896,-8848810.512,1040386215.896,74641916.176,73452305.984533,13767100.494932998,74641916.176,-8848810.512,-8848810.512,74641916.176,4.804654,4.804654,0.014826087086795163,2.921036,2.921036,2.921036,1.241543,0.030484284588084658,2.921036,0.0007646222526149611,6.029831,6.029851,6.029851e-05,194417243.163716,194416000.0,184934000.0,194416000.0,-0.11855,0.18818900000000002,1.0,0.12259600000000001,2.5,0.135628,0.0014910106277986061,0.20742,0.0,-0.188,610.2,-0.000308,0.23623200000000003,0.03217889149063983,163544992,-28926000,-0.176869,116,1172310699,30293392661,-249362.068966,0.486,0.007873999999999999,-0.202525,0.007873999999999999,-0.202525,0.007873999999999999,0.313869,5.8524,0.02522785767950058,0.007873999999999999,1.137373,0.0030102220000911136,9.306552,9.306552,9.485135164471125e-05,24878762.465067003,27112980.56,47.120940999999995,43.237987,43.237987,2.661093035504383e-06,2.8738650000000003,2.818927,2.818927,1.679966,0.25036807086752055,ILS,ILS,0.30591199999999996,0.30591199999999996,0,0,0,0,0.646964,345.0,676.9,609.36505,0.13702,76.86956500000001,-9.853745,1.598072,16.656263,0.2364389008359593,1.3551,1.3563180000000001,0.705492,0.318257,19.269644,18.527298000000002,0.9694010000000001,0.854291,1.366318,0.328257,18.537298,0.864291,1.115305,0.0018273309165159374,1435580611.326933,1469162937.2864,1469162937.2864,0.013977000000000002,0.020173925594486344,-16947200.0,-76773266.666667,-76773266.666667,1059614518.597333,1083189973.5776,1083189973.5776,4.265712000000001,0.08711815023548813,None
TLV:DRAL,DOR ALON ENERGY IN,Energy,Israel,1109528667.469633,0.4333201755971967,1095024301.6624,30421541.2048,136113668.13973302,960706540.9039999,42548382.344000004,574421669.32,42548382.344000004,574421669.32,960706540.9039999,1095024301.6624,30421541.2048,960706540.9039999,42548382.344000004,42548382.344000004,960706540.9039999,0.442655,0.442655,0.0013659342752683778,3.091575,3.091575,3.091575,0.136577,0.003353449808977086,3.091575,0.0008092632342183043,4.499048,4.048151,4.0481509999999996e-05,386349720.065275,463790000.0,355014333.333333,463790000.0,0.044289999999999996,0.06716699999999999,2.5,0.09353500000000001,2.5,0.08896699999999999,0.0009780483567062744,0.13447,0.0,8.766,8923.0,0.000982,0.394428,0.05372792768494567,15826700,139087008,8.788124,3185,1389798332,42891534299,43669.390267,-0.251494,-0.126033,-0.251494,-0.126033,-0.251494,-0.126033,-0.251494,0.22485100000000002,0.0009692620167953976,-0.126033,0.23739699999999997,0.0006283054654503228,-12.292826,8134.825926,0.08290924871805798,100895793.869333,62315498.048,13.774591000000001,22.302611,22.302611,1.3726199326916734e-06,3.395551,3.8672419999999996,3.8672419999999996,1.9675310000000001,0.2932243514702343,ILS,ILS,0.30591199999999996,0.30591199999999996,0,0,0,0,8923.0,5674.0,9997.0,8170.1606,9.214499,57.261191000000004,-10.743223,1.503123,11.533652,0.1637224389110849,1.3070979999999999,1.265303,0.478367,0.263385,9.282293,9.164543,0.8909999999999999,0.8917579999999999,1.275303,0.273385,9.174543,0.901758,1.088531,0.001783464029916489,1418529463.935467,1633576748.8816,1633576748.8816,0.046046,0.06646122758272291,-158131000.0,-173609133.33333302,-173609133.33333302,1091444274.7088,1292508016.222934,1292508016.222934,4.652329,0.09501398518393137,None
TLV:ECP,ELECTRA CONSUMER P,Consumer Cyclical,Israel,624.827082,0.4418645170380483,2300119466.666667,209698866.66666698,168998733.33333302,1438457000.0,253988000.0,713500000.0,253988000.0,713500000.0,1438457000.0,2300119466.666667,209698866.66666698,1438457000.0,253988000.0,253988000.0,1438457000.0,0.407169,0.407169,0.0012564324201166826,3.935602,3.935602,3.935602,0.414391,0.010174768956645874,3.935602,0.001030199171333714,5.364779,5.571655000000001,5.5716550000000004e-05,194512562.667503,179511000.0,163502933.33333302,179511000.0,0.10678,0.0,0.0,0.0,0.0,0.071017,0.0007807171214968414,0.25424,0.0,13.214,17380.0,0.0007599999999999999,1.943968,0.2648021239005559,21991100,106931000,4.862467,1616,1123996926,114364804424,66170.17326699999,0.33799999999999997,0.287698,8.008782,0.287698,8.008782,0.287698,2.255696,15.268973,0.06581974536192622,0.287698,5.613746,0.014857590000926247,1.7447400000000002,1.7447400000000002,1.778219766768547e-05,317617000.0,125440000.0,3.538844,8.960435,8.960435,5.514722776892856e-07,2.8614450000000002,2.624458,2.624458,1.621018,0.24158295435831822,USD,ILS,1.0,0.30591199999999996,0,0,0,0,17380.0,8304.0,19000.0,14723.636999999999,18.041487,109.296724,-8.526316,1.6970830000000001,23.890131,0.3391250675176705,1.371098,1.402404,0.07565,0.068552,1.5046700000000002,2.15633,1.0642479999999999,1.0946129999999998,1.412404,0.078552,2.16633,1.1046129999999998,1.258509,0.0020619583023599427,2393941333.333333,2200201600.0,2200201600.0,0.135439,0.19548803810486054,77177800.0,115699066.666667,115699066.666667,1754999800.0,1572005733.333333,1572005733.333333,6.716633,0.13717303061496822,None
