pi,ev,pe,evr / pm,0.01247,11.8604,20.9385,35.3421,59.17216,97.10906,172.20096,368.93309
0.000010,3.000000,38.376123,5.741125,1668.000000,1350.000000,1106.000000,852.000000,630.000000,441.000000,271.000000,120.000000
0.000010,3.000000,38.376123,3.698500,1388.000000,1087.000000,861.000000,644.000000,470.000000,335.000000,207.000000,85.000000
0.000010,3.000000,38.376123,2.498594,1075.000000,797.000000,604.000000,425.000000,305.000000,216.000000,133.000000,51.000000
0.000010,3.000000,38.376123,1.593250,743.000000,503.000000,359.000000,239.000000,177.000000,126.000000,82.000000,31.000000
0.000010,3.000000,38.376123,0.887875,372.000000,231.000000,164.000000,112.000000,84.000000,54.000000,37.000000,15.000000
0.000010,3.000000,28.760995,9189326.337182,1831.000000,1545.000000,1339.000000,1107.000000,886.000000,674.000000,446.000000,227.000000
0.000010,3.000000,28.760995,10.544250,1579.000000,1305.000000,1100.000000,872.000000,666.000000,467.000000,289.000000,126.000000
0.000010,3.000000,28.760995,5.741125,1421.000000,1159.000000,956.000000,735.000000,548.000000,384.000000,236.000000,102.000000
0.000010,3.000000,28.760995,3.698500,1213.000000,960.000000,769.000000,574.000000,424.000000,301.000000,185.000000,79.000000
0.000010,3.000000,28.760995,2.498594,960.000000,720.000000,552.000000,387.000000,276.000000,195.000000,120.000000,47.000000
0.000010,3.000000,28.760995,1.593250,681.000000,467.000000,339.000000,226.000000,164.000000,118.000000,76.000000,28.000000
0.000010,3.000000,28.760995,0.887875,344.000000,214.000000,154.000000,105.000000,77.000000,50.000000,34.000000,15.000000
0.000010,3.000000,22.834895,9189326.337182,1459.000000,1226.000000,1045.000000,855.000000,682.000000,522.000000,338.000000,175.000000
0.000010,3.000000,22.834895,10.544250,1243.000000,1020.000000,839.000000,653.000000,494.000000,343.000000,205.000000,86.000000
0.000010,3.000000,22.834895,5.741125,1119.000000,905.000000,725.000000,544.000000,396.000000,273.000000,160.000000,64.000000
0.000010,3.000000,22.834895,3.698500,987.000000,778.000000,606.000000,442.000000,322.000000,225.000000,134.000000,54.000000
0.000010,3.000000,22.834895,2.498594,814.000000,614.000000,461.000000,320.000000,224.000000,155.000000,92.000000,32.000000
0.000010,3.000000,22.834895,1.593250,594.000000,415.000000,294.000000,195.000000,138.000000,98.000000,61.000000,20.000000
0.000010,3.000000,22.834895,0.887875,315.000000,197.000000,138.000000,92.000000,66.000000,40.000000,26.000000,9.000000
0.000010,3.000000,18.253393,9189326.337182,1093.000000,907.000000,763.000000,625.000000,498.000000,378.000000,255.000000,132.000000
0.000010,3.000000,18.253393,10.544250,919.000000,743.000000,599.000000,464.000000,348.000000,236.000000,148.000000,57.000000
0.000010,3.000000,18.253393,5.741125,826.000000,657.000000,514.000000,381.000000,273.000000,181.000000,113.000000,40.000000
0.000010,3.000000,18.253393,3.698500,738.000000,572.000000,436.000000,312.000000,223.000000,151.000000,96.000000,33.000000
0.000010,3.000000,18.253393,2.498594,629.000000,469.000000,346.000000,237.000000,162.000000,108.000000,68.000000,19.000000
0.000010,3.000000,18.253393,1.593250,476.000000,330.000000,228.000000,149.000000,101.000000,68.000000,42.000000,11.000000
0.000010,3.000000,18.253393,0.887875,265.000000,163.000000,110.000000,69.000000,45.000000,25.000000,17.000000,0.000000
0.000010,3.000000,13.324914,9189326.337182,728.000000,605.000000,511.000000,425.000000,338.000000,262.000000,179.000000,95.000000
0.000010,3.000000,13.324914,10.544250,599.000000,483.000000,389.000000,305.000000,226.000000,154.000000,94.000000,36.000000
0.000010,3.000000,13.324914,5.741125,539.000000,429.000000,335.000000,252.000000,176.000000,117.000000,71.000000,25.000000
0.000010,3.000000,13.324914,3.698500,489.000000,380.000000,289.000000,211.000000,147.000000,97.000000,59.000000,19.000000
0.000010,3.000000,13.324914,2.498594,432.000000,327.000000,244.000000,172.000000,116.000000,77.000000,46.000000,11.000000
0.000010,3.000000,13.324914,1.593250,330.000000,236.000000,164.000000,112.000000,77.000000,50.000000,31.000000,8.000000
0.000010,3.000000,13.324914,0.887875,197.000000,124.000000,81.000000,52.000000,33.000000,16.000000,11.000000,0.000000
0.000010,3.000000,8.279930,9189326.337182,363.000000,301.000000,252.000000,212.000000,161.000000,120.000000,86.000000,53.000000
0.000010,3.000000,8.279930,10.544250,302.000000,243.000000,194.000000,156.000000,111.000000,71.000000,47.000000,20.000000
0.000010,3.000000,8.279930,5.741125,277.000000,223.000000,174.000000,136.000000,91.000000,57.000000,36.000000,15.000000
0.000010,3.000000,8.279930,3.698500,251.000000,197.000000,149.000000,113.000000,75.000000,46.000000,28.000000,11.000000
0.000010,3.000000,8.279930,2.498594,226.000000,175.000000,130.000000,95.000000,62.000000,39.000000,23.000000,8.000000
0.000010,3.000000,8.279930,1.593250,181.000000,137.000000,97.000000,69.000000,49.000000,32.000000,20.000000,7.000000
0.000010,3.000000,8.279930,0.887875,103.000000,68.000000,42.000000,26.000000,19.000000,9.000000,0.000000,0.000000
0.000010,1341.000000,29046.813085,9189326.337182,1960.000000,1550.000000,1320.000000,1064.000000,801.000000,564.000000,337.000000,140.000000
0.000010,1341.000000,29046.813085,10.544250,1600.000000,1235.000000,1016.000000,779.000000,555.000000,358.000000,194.000000,69.000000
0.000010,1341.000000,29046.813085,5.741125,1312.000000,985.000000,783.000000,576.000000,394.000000,252.000000,132.000000,47.000000
0.000010,1341.000000,29046.813085,3.698500,1023.000000,733.000000,560.000000,398.000000,261.000000,169.000000,86.000000,26.000000
0.000010,1341.000000,29046.813085,2.498594,758.000000,509.000000,369.000000,244.000000,151.000000,96.000000,51.000000,15.000000
0.000010,1341.000000,29046.813085,1.593250,481.000000,302.000000,203.000000,126.000000,80.000000,51.000000,27.000000,7.000000
0.000010,1341.000000,29046.813085,0.887875,206.000000,119.000000,79.000000,51.000000,31.000000,17.000000,10.000000,0.000000
0.000010,1341.000000,58.637311,9189326.337182,1563.000000,1326.000000,1132.000000,912.000000,683.000000,480.000000,279.000000,110.000000
0.000010,1341.000000,58.637311,10.544250,1352.000000,1128.000000,937.000000,724.000000,518.000000,337.000000,181.000000,64.000000
0.000010,1341.000000,58.637311,5.741125,1137.000000,927.000000,745.000000,550.000000,377.000000,244.000000,128.000000,44.000000
0.000010,1341.000000,58.637311,3.698500,894.000000,701.000000,538.000000,382.000000,251.000000,165.000000,83.000000,23.000000
0.000010,1341.000000,58.637311,2.498594,660.000000,486.000000,352.000000,232.000000,143.000000,92.000000,48.000000,12.000000
0.000010,1341.000000,58.637311,1.593250,428.000000,291.000000,195.000000,119.000000,76.000000,48.000000,25.000000,0.000000
0.000010,1341.000000,58.637311,0.887875,182.000000,115.000000,75.000000,48.000000,29.000000,16.000000,9.000000,0.000000
0.000010,1341.000000,38.376123,9189326.337182,1328.000000,1136.000000,973.000000,782.000000,577.000000,411.000000,233.000000,95.000000
0.000010,1341.000000,38.376123,10.544250,1171.000000,989.000000,827.000000,639.000000,452.000000,300.000000,161.000000,59.000000
0.000010,1341.000000,38.376123,5.741125,1015.000000,842.000000,683.000000,503.000000,343.000000,225.000000,120.000000,42.000000
0.000010,1341.000000,38.376123,3.698500,817.000000,653.000000,506.000000,356.000000,232.000000,154.000000,82.000000,22.000000
0.000010,1341.000000,38.376123,2.498594,615.000000,463.000000,338.000000,222.000000,136.000000,89.000000,47.000000,11.000000
0.000010,1341.000000,38.376123,1.593250,404.000000,280.000000,187.000000,114.000000,74.000000,48.000000,25.000000,0.000000
0.000010,1341.000000,38.376123,0.887875,176.000000,113.000000,73.000000,47.000000,29.000000,16.000000,9.000000,0.000000
0.000010,1341.000000,28.760995,9189326.337182,1094.000000,944.000000,810.000000,648.000000,486.000000,346.000000,196.000000,80.000000
0.000010,1341.000000,28.760995,10.544250,965.000000,823.000000,690.000000,531.000000,378.000000,247.000000,130.000000,46.000000
0.000010,1341.000000,28.760995,5.741125,848.000000,713.000000,581.000000,427.000000,292.000000,191.000000,100.000000,32.000000
0.000010,1341.000000,28.760995,3.698500,704.000000,574.000000,449.000000,316.000000,209.000000,138.000000,72.000000,21.000000
0.000010,1341.000000,28.760995,2.498594,541.000000,416.000000,306.000000,201.000000,121.000000,79.000000,41.000000,10.000000
0.000010,1341.000000,28.760995,1.593250,369.000000,260.000000,176.000000,109.000000,69.000000,45.000000,23.000000,0.000000
0.000010,1341.000000,28.760995,0.887875,164.000000,105.000000,68.000000,45.000000,27.000000,15.000000,8.000000,0.000000
0.000010,1341.000000,22.834895,9189326.337182,862.000000,744.000000,628.000000,501.000000,375.000000,271.000000,149.000000,60.000000
0.000010,1341.000000,22.834895,10.544250,752.000000,642.000000,526.000000,402.000000,284.000000,187.000000,95.000000,30.000000
0.000010,1341.000000,22.834895,5.741125,664.000000,558.000000,442.000000,321.000000,214.000000,141.000000,71.000000,17.000000
0.000010,1341.000000,22.834895,3.698500,572.000000,468.000000,357.000000,249.000000,163.000000,108.000000,55.000000,13.000000
0.000010,1341.000000,22.834895,2.498594,462.000000,362.000000,264.000000,177.000000,108.000000,71.000000,37.000000,8.000000
0.000010,1341.000000,22.834895,1.593250,321.000000,235.000000,158.000000,100.000000,63.000000,42.000000,22.000000,0.000000
0.000010,1341.000000,22.834895,0.887875,149.000000,99.000000,63.000000,43.000000,26.000000,14.000000,8.000000,0.000000
0.000010,1341.000000,18.253393,9189326.337182,643.000000,548.000000,458.000000,377.000000,286.000000,207.000000,119.000000,52.000000
0.000010,1341.000000,18.253393,10.544250,554.000000,467.000000,377.000000,298.000000,214.000000,141.000000,76.000000,26.000000
0.000010,1341.000000,18.253393,5.741125,488.000000,403.000000,313.000000,235.000000,159.000000,103.000000,56.000000,14.000000
0.000010,1341.000000,18.253393,3.698500,428.000000,345.000000,259.000000,186.000000,124.000000,82.000000,45.000000,11.000000
0.000010,1341.000000,18.253393,2.498594,357.000000,277.000000,201.000000,141.000000,87.000000,57.000000,31.000000,7.000000
0.000010,1341.000000,18.253393,1.593250,258.000000,188.000000,123.000000,82.000000,51.000000,32.000000,17.000000,0.000000
0.000010,1341.000000,18.253393,0.887875,130.000000,86.000000,53.000000,36.000000,20.000000,10.000000,0.000000,0.000000
0.000010,1341.000000,13.324914,9189326.337182,419.000000,359.000000,300.000000,253.000000,194.000000,146.000000,86.000000,37.000000
0.000010,1341.000000,13.324914,10.544250,355.000000,301.000000,242.000000,197.000000,143.000000,97.000000,53.000000,18.000000
0.000010,1341.000000,13.324914,5.741125,312.000000,260.000000,201.000000,157.000000,106.000000,71.000000,40.000000,11.000000
0.000010,1341.000000,13.324914,3.698500,278.000000,227.000000,169.000000,127.000000,86.000000,58.000000,33.000000,9.000000
0.000010,1341.000000,13.324914,2.498594,238.000000,189.000000,138.000000,101.000000,63.000000,43.000000,24.000000,0.000000
0.000010,1341.000000,13.324914,1.593250,172.000000,130.000000,85.000000,61.000000,40.000000,26.000000,16.000000,0.000000
0.000010,1341.000000,13.324914,0.887875,95.000000,65.000000,37.000000,27.000000,16.000000,8.000000,0.000000,0.000000
0.000010,1341.000000,8.279930,9189326.337182,193.000000,160.000000,130.000000,115.000000,84.000000,58.000000,36.000000,15.000000
0.000010,1341.000000,8.279930,10.544250,163.000000,133.000000,103.000000,90.000000,64.000000,39.000000,26.000000,8.000000
0.000010,1341.000000,8.279930,5.741125,149.000000,121.000000,91.000000,78.000000,52.000000,32.000000,22.000000,0.000000
0.000010,1341.000000,8.279930,3.698500,134.000000,106.000000,76.000000,63.000000,42.000000,26.000000,18.000000,0.000000
0.000010,1341.000000,8.279930,2.498594,117.000000,91.000000,64.000000,52.000000,32.000000,20.000000,14.000000,0.000000
0.000010,1341.000000,8.279930,1.593250,89.000000,67.000000,43.000000,35.000000,24.000000,15.000000,11.000000,0.000000
0.000010,1341.000000,8.279930,0.887875,45.000000,29.000000,14.000000,12.000000,10.000000,0.000000,0.000000,0.000000
0.000010,4365.000000,29046.813085,9189326.337182,1309.000000,1064.000000,911.000000,737.000000,539.000000,360.000000,209.000000,79.000000
0.000010,4365.000000,29046.813085,10.544250,1075.000000,857.000000,711.000000,548.000000,381.000000,233.000000,125.000000,45.000000
0.000010,4365.000000,29046.813085,5.741125,853.000000,663.000000,530.000000,390.000000,256.000000,154.000000,80.000000,27.000000
0.000010,4365.000000,29046.813085,3.698500,651.000000,482.000000,372.000000,265.000000,165.000000,101.000000,55.000000,15.000000
0.000010,4365.000000,29046.813085,2.498594,471.000000,331.000000,245.000000,167.000000,100.000000,61.000000,37.000000,10.000000
0.000010,4365.000000,29046.813085,1.593250,298.000000,197.000000,132.000000,85.000000,55.000000,34.000000,22.000000,0.000000
0.000010,4365.000000,29046.813085,0.887875,133.000000,81.000000,54.000000,37.000000,23.000000,12.000000,7.000000,0.000000
0.000010,4365.000000,58.637311,9189326.337182,1049.000000,909.000000,783.000000,633.000000,459.000000,305.000000,175.000000,62.000000
0.000010,4365.000000,58.637311,10.544250,909.000000,778.000000,654.000000,508.000000,355.000000,219.000000,118.000000,41.000000
0.000010,4365.000000,58.637311,5.741125,741.000000,620.000000,503.000000,372.000000,244.000000,148.000000,77.000000,24.000000
0.000010,4365.000000,58.637311,3.698500,568.000000,459.000000,356.000000,254.000000,158.000000,98.000000,52.000000,12.000000
0.000010,4365.000000,58.637311,2.498594,410.000000,314.000000,232.000000,158.000000,94.000000,58.000000,34.000000,7.000000
0.000010,4365.000000,58.637311,1.593250,264.000000,189.000000,127.000000,81.000000,53.000000,32.000000,20.000000,0.000000
0.000010,4365.000000,58.637311,0.887875,115.000000,78.000000,51.000000,35.000000,22.000000,11.000000,0.000000,0.000000
0.000010,4365.000000,38.376123,9189326.337182,882.000000,770.000000,666.000000,537.000000,382.000000,256.000000,140.000000,50.000000
0.000010,4365.000000,38.376123,10.544250,785.000000,680.000000,577.000000,449.000000,310.000000,197.000000,105.000000,38.000000
0.000010,4365.000000,38.376123,5.741125,667.000000,568.000000,466.000000,344.000000,225.000000,139.000000,72.000000,23.000000
0.000010,4365.000000,38.376123,3.698500,520.000000,428.000000,336.000000,238.000000,148.000000,94.000000,51.000000,11.000000
0.000010,4365.000000,38.376123,2.498594,384.000000,300.000000,224.000000,152.000000,90.000000,56.000000,33.000000,0.000000
0.000010,4365.000000,38.376123,1.593250,250.000000,182.000000,122.000000,78.000000,52.000000,32.000000,20.000000,0.000000
0.000010,4365.000000,38.376123,0.887875,111.000000,76.000000,49.000000,34.000000,22.000000,11.000000,0.000000,0.000000
0.000010,4365.000000,28.760995,9189326.337182,723.000000,635.000000,550.000000,441.000000,320.000000,213.000000,114.000000,40.000000
0.000010,4365.000000,28.760995,10.544250,648.000000,566.000000,482.000000,374.000000,261.000000,162.000000,82.000000,29.000000
0.000010,4365.000000,28.760995,5.741125,558.000000,482.000000,398.000000,295.000000,195.000000,120.000000,59.000000,17.000000
0.000010,4365.000000,28.760995,3.698500,448.000000,376.000000,298.000000,214.000000,135.000000,85.000000,44.000000,10.000000
0.000010,4365.000000,28.760995,2.498594,338.000000,270.000000,203.000000,139.000000,81.000000,50.000000,28.000000,0.000000
0.000010,4365.000000,28.760995,1.593250,229.000000,169.000000,116.000000,75.000000,49.000000,30.000000,18.000000,0.000000
0.000010,4365.000000,28.760995,0.887875,103.000000,70.000000,46.000000,32.000000,20.000000,10.000000,0.000000,0.000000
0.000010,4365.000000,22.834895,9189326.337182,567.000000,497.000000,422.000000,339.000000,250.000000,172.000000,91.000000,30.000000
0.000010,4365.000000,22.834895,10.544250,499.000000,435.000000,360.000000,278.000000,196.000000,125.000000,62.000000,20.000000
0.000010,4365.000000,22.834895,5.741125,432.000000,371.000000,296.000000,217.000000,143.000000,90.000000,45.000000,9.000000
0.000010,4365.000000,22.834895,3.698500,364.000000,305.000000,234.000000,166.000000,107.000000,67.000000,36.000000,7.000000
0.000010,4365.000000,22.834895,2.498594,291.000000,235.000000,173.000000,119.000000,71.000000,44.000000,26.000000,0.000000
0.000010,4365.000000,22.834895,1.593250,201.000000,153.000000,102.000000,67.000000,44.000000,27.000000,17.000000,0.000000
0.000010,4365.000000,22.834895,0.887875,95.000000,67.000000,43.000000,30.000000,19.000000,9.000000,0.000000,0.000000
0.000010,4365.000000,18.253393,9189326.337182,413.000000,356.000000,303.000000,254.000000,191.000000,127.000000,69.000000,26.000000
0.000010,4365.000000,18.253393,10.544250,359.000000,308.000000,255.000000,206.000000,149.000000,91.000000,47.000000,16.000000
0.000010,4365.000000,18.253393,5.741125,307.000000,257.000000,204.000000,156.000000,105.000000,61.000000,32.000000,0.000000
0.000010,4365.000000,18.253393,3.698500,265.000000,217.000000,167.000000,122.000000,80.000000,48.000000,27.000000,0.000000
0.000010,4365.000000,18.253393,2.498594,219.000000,173.000000,129.000000,92.000000,55.000000,33.000000,20.000000,0.000000
0.000010,4365.000000,18.253393,1.593250,156.000000,115.000000,75.000000,52.000000,34.000000,19.000000,12.000000,0.000000
0.000010,4365.000000,18.253393,0.887875,82.000000,56.000000,35.000000,24.000000,14.000000,0.000000,0.000000,0.000000
0.000010,4365.000000,13.324914,9189326.337182,259.000000,224.000000,189.000000,161.000000,121.000000,85.000000,48.000000,17.000000
0.000010,4365.000000,13.324914,10.544250,222.000000,191.000000,156.000000,128.000000,93.000000,59.000000,32.000000,11.000000
0.000010,4365.000000,13.324914,5.741125,188.000000,158.000000,123.000000,96.000000,64.000000,39.000000,22.000000,0.000000
0.000010,4365.000000,13.324914,3.698500,165.000000,136.000000,102.000000,77.000000,52.000000,32.000000,19.000000,0.000000
0.000010,4365.000000,13.324914,2.498594,139.000000,111.000000,81.000000,59.000000,35.000000,22.000000,15.000000,0.000000
0.000010,4365.000000,13.324914,1.593250,103.000000,78.000000,50.000000,36.000000,26.000000,15.000000,12.000000,0.000000
0.000010,4365.000000,13.324914,0.887875,57.000000,41.000000,23.000000,16.000000,10.000000,0.000000,0.000000,0.000000
0.000010,4365.000000,8.279930,9189326.337182,114.000000,93.000000,77.000000,70.000000,50.000000,31.000000,20.000000,7.000000
0.000010,4365.000000,8.279930,10.544250,95.000000,76.000000,60.000000,53.000000,38.000000,20.000000,14.000000,0.000000
0.000010,4365.000000,8.279930,5.741125,86.000000,68.000000,52.000000,45.000000,30.000000,16.000000,11.000000,0.000000
0.000010,4365.000000,8.279930,3.698500,79.000000,61.000000,45.000000,38.000000,26.000000,14.000000,10.000000,0.000000
0.000010,4365.000000,8.279930,2.498594,68.000000,51.000000,36.000000,30.000000,18.000000,10.000000,8.000000,0.000000
0.000010,4365.000000,8.279930,1.593250,52.000000,37.000000,24.000000,20.000000,15.000000,8.000000,7.000000,0.000000
0.000010,4365.000000,8.279930,0.887875,28.000000,18.000000,9.000000,7.000000,0.000000,0.000000,0.000000,0.000000
0.000010,17190.000000,29046.813085,9189326.337182,652.000000,551.000000,486.000000,405.000000,295.000000,197.000000,115.000000,38.000000
0.000010,17190.000000,29046.813085,10.544250,541.000000,450.000000,388.000000,313.000000,217.000000,134.000000,71.000000,22.000000
0.000010,17190.000000,29046.813085,5.741125,404.000000,325.000000,271.000000,207.000000,130.000000,76.000000,39.000000,8.000000
0.000010,17190.000000,29046.813085,3.698500,293.000000,224.000000,183.000000,138.000000,84.000000,50.000000,29.000000,0.000000
0.000010,17190.000000,29046.813085,2.498594,219.000000,156.000000,122.000000,90.000000,54.000000,29.000000,21.000000,0.000000
0.000010,17190.000000,29046.813085,1.593250,136.000000,90.000000,62.000000,43.000000,30.000000,16.000000,12.000000,0.000000
0.000010,17190.000000,29046.813085,0.887875,63.000000,41.000000,26.000000,17.000000,12.000000,0.000000,0.000000,0.000000
0.000010,17190.000000,58.637311,9189326.337182,533.000000,469.000000,417.000000,346.000000,248.000000,164.000000,94.000000,27.000000
0.000010,17190.000000,58.637311,10.544250,469.000000,410.000000,359.000000,290.000000,201.000000,125.000000,67.000000,20.000000
0.000010,17190.000000,58.637311,5.741125,359.000000,305.000000,260.000000,198.000000,122.000000,73.000000,38.000000,7.000000
0.000010,17190.000000,58.637311,3.698500,265.000000,216.000000,178.000000,134.000000,80.000000,49.000000,28.000000,0.000000
0.000010,17190.000000,58.637311,2.498594,194.000000,150.000000,118.000000,87.000000,51.000000,28.000000,20.000000,0.000000
0.000010,17190.000000,58.637311,1.593250,123.000000,87.000000,61.000000,43.000000,30.000000,16.000000,12.000000,0.000000
0.000010,17190.000000,58.637311,0.887875,55.000000,40.000000,25.000000,17.000000,12.000000,0.000000,0.000000,0.000000
0.000010,17190.000000,38.376123,9189326.337182,451.000000,402.000000,362.000000,297.000000,208.000000,137.000000,78.000000,22.000000
0.000010,17190.000000,38.376123,10.544250,406.000000,361.000000,321.000000,257.000000,175.000000,110.000000,60.000000,18.000000
0.000010,17190.000000,38.376123,5.741125,327.000000,284.000000,245.000000,185.000000,113.000000,66.000000,35.000000,0.000000
0.000010,17190.000000,38.376123,3.698500,244.000000,205.000000,170.000000,126.000000,74.000000,45.000000,27.000000,0.000000
0.000010,17190.000000,38.376123,2.498594,182.000000,145.000000,114.000000,83.000000,48.000000,26.000000,19.000000,0.000000
0.000010,17190.000000,38.376123,1.593250,116.000000,85.000000,59.000000,41.000000,29.000000,16.000000,12.000000,0.000000
0.000010,17190.000000,38.376123,0.887875,55.000000,40.000000,25.000000,17.000000,12.000000,0.000000,0.000000,0.000000
0.000010,17190.000000,28.760995,9189326.337182,374.000000,334.000000,303.000000,248.000000,176.000000,114.000000,64.000000,19.000000
0.000010,17190.000000,28.760995,10.544250,337.000000,301.000000,270.000000,216.000000,149.000000,90.000000,47.000000,15.000000
0.000010,17190.000000,28.760995,5.741125,279.000000,245.000000,214.000000,163.000000,102.000000,59.000000,30.000000,0.000000
0.000010,17190.000000,28.760995,3.698500,213.000000,181.000000,153.000000,115.000000,68.000000,41.000000,23.000000,0.000000
0.000010,17190.000000,28.760995,2.498594,161.000000,129.000000,104.000000,77.000000,44.000000,23.000000,16.000000,0.000000
0.000010,17190.000000,28.760995,1.593250,107.000000,79.000000,58.000000,41.000000,29.000000,16.000000,12.000000,0.000000
0.000010,17190.000000,28.760995,0.887875,52.000000,38.000000,25.000000,17.000000,12.000000,0.000000,0.000000,0.000000
0.000010,17190.000000,22.834895,9189326.337182,296.000000,265.000000,235.000000,192.000000,139.000000,95.000000,55.000000,16.000000
0.000010,17190.000000,22.834895,10.544250,262.000000,235.000000,205.000000,163.000000,115.000000,74.000000,40.000000,13.000000
0.000010,17190.000000,22.834895,5.741125,214.000000,189.000000,159.000000,119.000000,76.000000,46.000000,25.000000,0.000000
0.000010,17190.000000,22.834895,3.698500,174.000000,149.000000,121.000000,89.000000,56.000000,34.000000,20.000000,0.000000
0.000010,17190.000000,22.834895,2.498594,142.000000,117.000000,92.000000,68.000000,41.000000,22.000000,16.000000,0.000000
0.000010,17190.000000,22.834895,1.593250,96.000000,75.000000,54.000000,38.000000,28.000000,16.000000,12.000000,0.000000
0.000010,17190.000000,22.834895,0.887875,49.000000,37.000000,24.000000,16.000000,12.000000,0.000000,0.000000,0.000000
0.000010,17190.000000,18.253393,9189326.337182,211.000000,185.000000,163.000000,141.000000,104.000000,69.000000,40.000000,12.000000
0.000010,17190.000000,18.253393,10.544250,185.000000,163.000000,141.000000,119.000000,87.000000,55.000000,30.000000,9.000000
0.000010,17190.000000,18.253393,5.741125,147.000000,126.000000,104.000000,82.000000,54.000000,30.000000,17.000000,0.000000
0.000010,17190.000000,18.253393,3.698500,122.000000,101.000000,80.000000,60.000000,40.000000,23.000000,14.000000,0.000000
0.000010,17190.000000,18.253393,2.498594,106.000000,85.000000,65.000000,50.000000,32.000000,17.000000,12.000000,0.000000
0.000010,17190.000000,18.253393,1.593250,72.000000,54.000000,37.000000,27.000000,21.000000,11.000000,8.000000,0.000000
0.000010,17190.000000,18.253393,0.887875,42.000000,31.000000,19.000000,13.000000,9.000000,0.000000,0.000000,0.000000
0.000010,17190.000000,13.324914,9189326.337182,132.000000,116.000000,103.000000,92.000000,67.000000,46.000000,27.000000,7.000000
0.000010,17190.000000,13.324914,10.544250,114.000000,101.000000,88.000000,77.000000,56.000000,36.000000,19.000000,0.000000
0.000010,17190.000000,13.324914,5.741125,89.000000,77.000000,64.000000,53.000000,34.000000,20.000000,11.000000,0.000000
0.000010,17190.000000,13.324914,3.698500,76.000000,64.000000,51.000000,41.000000,28.000000,17.000000,10.000000,0.000000
0.000010,17190.000000,13.324914,2.498594,68.000000,56.000000,44.000000,35.000000,22.000000,13.000000,10.000000,0.000000
0.000010,17190.000000,13.324914,1.593250,50.000000,40.000000,29.000000,23.000000,18.000000,10.000000,8.000000,0.000000
0.000010,17190.000000,13.324914,0.887875,27.000000,22.000000,13.000000,10.000000,7.000000,0.000000,0.000000,0.000000
0.000010,17190.000000,8.279930,9189326.337182,50.000000,41.000000,35.000000,33.000000,22.000000,13.000000,9.000000,0.000000
0.000010,17190.000000,8.279930,10.544250,40.000000,33.000000,27.000000,25.000000,18.000000,9.000000,0.000000,0.000000
0.000010,17190.000000,8.279930,5.741125,33.000000,27.000000,21.000000,19.000000,12.000000,0.000000,0.000000,0.000000
0.000010,17190.000000,8.279930,3.698500,29.000000,23.000000,17.000000,15.000000,11.000000,0.000000,0.000000,0.000000
0.000010,17190.000000,8.279930,2.498594,28.000000,22.000000,16.000000,14.000000,10.000000,0.000000,0.000000,0.000000
0.000010,17190.000000,8.279930,1.593250,22.000000,18.000000,13.000000,11.000000,8.000000,0.000000,0.000000,0.000000
0.000010,17190.000000,8.279930,0.887875,11.000000,10.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.030714,3.000000,29046.813085,9189326.337182,1489.000000,1077.000000,907.000000,758.000000,615.000000,467.000000,321.000000,174.000000
